country,company_name,address,city,phone,website,email,place_id
Czech Republic,Mobilní ploty Praha | ​WOLF service s.r.o.,"Bystrá, 193 00 Praha 20, Czechia",Prague,,https://ploty-mobilni.cz/,info@wolfservice.cz,ChIJ8zGKQw7zC0cRTxhxrojdfyc
Czech Republic,Jan Prokeš - realizace plotů,"Makotřasy 190, 273 54 Makotřasy, Czechia",Prague,,http://www.plotykokino.cz/,plotykokino@seznam.cz,ChIJq4oWApPLC0cRUKAG0Y8jcPE
Czech Republic,"A - Z PLOTOVÉ CENTRUM, spol. s.r.o.","Stará pošta 67, 664 61 Rajhrad, Czechia",Prague,,http://www.oploceni.cz/,info@oploceni.cz,ChIJeQcCo2O_EkcRDC5SRKzdgXo
Czech Republic,MaPo ploty,"Hostislavova 642/7a, 641 00 Brno-Žebětín, Czechia",Prague,,http://www.mapo-ploty.cz/,info@mapo-ploty.cz,ChIJhVMgPpGXEkcRmvWi-2OMTvY
Czech Republic,Gardis,"5. května 856/58, 140 00 Praha 4-Nusle, Czechia",Prague,,http://www.gardis.cz/,info@gardis.cz,ChIJn9rTkuORC0cRKN33JCiLHko
Czech Republic,HK ploty - Výstavba A Prodej Oplocení,"T. Novákové 1283/64, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia",Prague,,https://www.hk-ploty.cz/,hkploty@seznam.cz,ChIJgRRCu-KTEkcRrtVpnAqJ4bg
Czech Republic,Ploty Opava: Stavba plotů a oplocení,"5, Horní 265, 747 05 Opava-Malé Hoštice, Czechia",Prague,,http://www.plotyopava.cz/,ploty@markiel.cz,ChIJm-_USYHYE0cRLEY1H9yL1eE
Czech Republic,EUROPLOTY s.r.o.,"Rukavičkářská, 263 01 Dobříš, Czechia",Prague,,https://www.europloty.cz/,,ChIJ_5RwArcKC0cRWRCxs-C58Vs
Czech Republic,EUROPLOTY s.r.o.,"Nad Pisárkami 1, 623 00 Kohoutovice, Czechia",Prague,,https://europloty.cz/,,ChIJL9x-ANaVEkcRV3pphIqg8kM
Czech Republic,HOBBY Garden Ltd.,"Pod Drahou 984, 252 30 Řevnice, Czechia",Prague,,https://plotydozahrady.cz/,,ChIJz1m9AICiC0cRmxgHmxRQyYY
Czech Republic,Ploty Benešov,"Fakturační adresa, Na Bezděkově 2005, 256 01 Benešov, Czechia",Prague,,http://beneploty.cz/,beneploty@seznam.cz,ChIJA4Jolg1_DEcRbSgjOu6U9vw
Czech Republic,PLOTYS - prodej a stavba plotů,"Otická 36, 746 01 Opava 1, Czechia",Prague,,http://www.plotys.cz/,,ChIJzffs0HPYE0cRkWCbZMk0QuI
Czech Republic,Ploty z Kovu,"Na Pořadí, 735 41 Petřvald u Karviné, Czechia",Prague,,http://www.plotyzkovu.cz/,poptavka@plotyzkovu.cz,ChIJH6uxE7L9E0cRvmrpyjpbMJI
Czech Republic,Plotové Studio,"Do Višňovky 81, 251 01 Herink-Říčany u Prahy, Czechia",Prague,,https://www.plotovestudio.cz/kontakty/centralni-sklad-herink,reklamace@ceskeploty.cz,ChIJZSJgzgGPC0cRlnbmeTzfRuc
Czech Republic,MIMA ploty s.r.o.,"Rebešovická 482/77, 643 00 Brno-Chrlice, Czechia",Brno,,https://www.betonoveploty.cz/,seo.racek@gmail.com,ChIJD2icoRDAEkcRvy5DwdhPlp0
Czech Republic,Ploty Pepe,"Kaštanová 141e, 620 00 Brno-jih, Czechia",Brno,,http://www.plotypepe.cz/,jan@novak.cz,ChIJw0o63_mVEkcRe1AgPbDFMog
Czech Republic,Betonové ploty Znojmo Brno Břeclav,"Příkopy 362, 671 67 Hrušovany nad Jevišovkou, Czechia",Brno,,http://www.betonoveplotyznojmo.cz/,j.novacek@betonoveplotyznojmo.cz,ChIJhUqnxNhKbUcRTicd6Mc8gkU
Czech Republic,A+J ploty s.r.o.,"Brněnská, 664 42 Modřice, Czechia",Brno,,http://www.ajploty.cz/,obchod@ajploty.cz,ChIJaaO6WXq_EkcRxW_SBnRpiRU
Czech Republic,Davson Ploty - David Duchoň,"Sevastopolská 348/7, 625 00 Brno-Starý Lískovec, Czechia",Brno,,http://www.davson-ploty.cz/,ploty-davson@seznam.cz,ChIJpdt9_OWVEkcR8HyxrrVLJEE
Czech Republic,Namor Ploty,"Tuřanská 689, 664 52 Sokolnice, Czechia",Brno,,http://www.namorploty.cz/,info@namorploty.cz,ChIJMf_atf_HO2oRzyS1ppz3M64
Czech Republic,Levné Ooplocení,"Stará pošta 67, 664 61 Rajhrad, Czechia",Brno,,http://www.levne-oploceni.cz/,dotazy@levne-oploceni.cz,ChIJeQcCo2O_EkcRRJ7FomXL818
Czech Republic,DESIGNFENCE,"Klímova 1, 616 00 Brno-Žabovřesky, Czechia",Brno,,http://www.designfence.cz/,info@designfence.cz,ChIJj512S03rEkcRO2Bmiaw4ahQ
Czech Republic,Betonové ploty,"Jemelkova, 625 00 Brno-Starý Lískovec, Czechia",Brno,,,,ChIJ45GIteiVEkcRAtkGXhJjXB8
Czech Republic,Ploty-Ostrava,"Hrabovská 5, 724 00 Ostrava 24, Czechia",Ostrava,,http://www.ploty-ostrava.cz/,ploty@kanclir.cz,ChIJj7hxNsD6E0cR6uDvHeArK5g
Czech Republic,ČESKÉ PLOTY | OSTRAVA,"U Cementárny 1174/38, 71000 Ostrava 3, Czechia",Ostrava,,https://www.ceskeploty.cz/,info@ceskeploty.cz,ChIJBbquPZHjE0cR-zXZyFqCkRE
Czech Republic,KM fences Ostrava,"Na Valše 48/11, 702 00 Moravská Ostrava a Přívoz, Czechia",Ostrava,,http://www.kmploty.cz/,info@plotyzostravy.cz,ChIJB0A7dgLiE0cRdreu6qDY2Yc
Czech Republic,Ploty Kincl s.r.o.,"Na Valše 48, 702 00 Moravská Ostrava a Přívoz, Czechia",Ostrava,,http://www.plotyzostravy.cz/,info@plotyzostravy.cz,ChIJ29W2RePiE0cRv1YrzbAOU9I
Czech Republic,"Ploty Lorenc, Kované ploty","U Řeky vedle č.p.682, 720 00 Ostrava, Czechia",Ostrava,,https://www.ploty-lorenc.cz/cs/,info@ploty-lorenc.cz,ChIJLZtkc-FfEUcRqE8UAzmJaKE
Czech Republic,Nejlevnější ploty Paskov - komplexní prodej výrobků a nářadí pro stavbu plotů,"Místecká 904, 739 21 Paskov, Czechia",Ostrava,,http://www.nejlevnejsiploty.cz/,faktury@dimonthdx.cz,ChIJW0LAQZr7E0cRPWAHHlVpriI
Czech Republic,Ploty a pletivo - oplocení,"5, Hrabovská 39, 724 00 Ostrava, Czechia",Ostrava,,"http://www.ploty-pletiva.cz/Sloupek-ZN-+-PVC-2000-38-125-mm-vcetne-cepicky-a-prichytky.html,det,26",,ChIJAQBsNsD6E0cRPEbmk6Fuuag
Czech Republic,Profi Ploty,"Erbenova 280/66, 703 00 Ostrava 3, Czechia",Ostrava,,https://www.profiploty.cz/,jan@novak.cz,ChIJF8t_inblE0cRohoBBoEvWuQ
Czech Republic,Ploty CZ,"Opavská 270/31, 743 01 Bílovec 1, Czechia",Ostrava,,https://plotycz.cz/,info@plotycz.cz,ChIJicObuBzoE0cRJFhgRujsC7M
Czech Republic,ePLETIVO,"5, Hrabovská 39, 724 00 Ostrava, Czechia",Ostrava,,http://www.epletivo.cz/kontakt,ploty@ploty-ostrava.cz,ChIJAQBsNsD6E0cRgYYdl_AEBQI
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, WC a oplocení","Slovenská 1103/4, 702 00 Moravská Ostrava a Přívoz, Czechia",Ostrava,,http://www.johnnyservis.cz/,,ChIJU6mInlv7E0cREuDSWrEuNTw
Czech Republic,Ploty-oploceni-ostrava,"Habrová 1132/6, 710 00 Slezská Ostrava, Czechia",Ostrava,,,,ChIJEeKLP6fkE0cRxtKaVFMvYEc
Czech Republic,Ploty Hýl - Betonové ploty,"Dlouhá, 742 83 Olbramice, Czechia",Ostrava,,http://www.ploty-hyl.cz/,,ChIJvUkq4m7vE0cRzqntQtq5gnY
Czech Republic,Ploty Matěj & Adámek s.r.o.,"Jistebník 28, 742 82 Jistebník, Czechia",Ostrava,,http://www.plotymatejadamek.cz/,plotymatejadamek@gmail.com,ChIJS26f4FXlE0cRDfWPa-3tQ4I
Czech Republic,Ploty Hokl,"Lumírova, 700 30 Ostrava-jih, Czechia",Ostrava,,http://ploty-hokl.cz/index.php/kontakt,plotyhokl@post.cz,ChIJaQ-PYoHkE0cR82xyYg23RYQ
Czech Republic,"Enespo, s.r.o. - Ploty, brány a garážová vrata Ostrava a okolí","Buničitá 201/2, 739 32 Vratimov 1, Czechia",Ostrava,,https://www.enespo.cz/,enespo@seznam.cz,ChIJ-4UBjBD7E0cROSNqNASEcXI
Czech Republic,ADAMONT.cz - VZORKOVNA (Vrata-brány-ploty-okna-dveře-stínící technika),"28. října 2020/231, 709 00 Ostrava 9, Czechia",Ostrava,,http://www.adamont.cz/,info@adamont.cz,ChIJ0wv5NQvhE0cRJNeAMZdRTcc
Czech Republic,Ploty Plzeň s.r.o.,"Vrchlického 1354, 332 02 Starý Plzenec, Czechia",Plzeň,,http://www.plotyplzen.cz/,,ChIJGbTWJGzlCkcRv2CgacQDHU8
Czech Republic,DFploty.cz - stavba plotů Plzeň,"Klatovská tř. 1460/83, 301 00 Plzeň 3, Czechia",Plzeň,,https://www.dfploty.cz/,FortD@seznam.cz,ChIJB36NSdnvCkcRdJ8XvDC-7b0
Czech Republic,TOPPLOTBETON,"Domažlická 1135/190, 318 00 Plzeň 3, Czechia",Plzeň,,https://www.topplotbeton.cz/,info@topplotbeton.cz,ChIJyYir607_1kkR2DGhfhch9Bw
Czech Republic,"MDploty - montáž plotů, pletiv, bran i branek","Na Roudné 443/18, 301 00 Plzeň 1, Czechia",Plzeň,,https://www.mdploty.cz/,Mail@Gardenhub.com,ChIJX17XbcKRCkcRK6CC8yzDR-c
Czech Republic,levnepletivo.cz - Ploty Ivo & Roman,"Tovární, 345 61 Holýšov, Czechia",Plzeň,,http://www.levnepletivo.cz/,0xe9523a63c3fbd6e2798a978f1f7905727ce874fee9ac0fceae41d94b85d9597dabffe-i.vo@seznam.cz,ChIJATzDXJO-CkcRrmv6wTPRKGE
Czech Republic,Stavby Plotů S.r.o.,"Klatovská tř. 1460/83, 301 00 Plzeň 3-Jižní Předměstí, Czechia",Plzeň,,https://rejstrik-firem.kurzy.cz/06879209/stavby-plotu-sro/,info@kurzy.cz,ChIJjetf5ivyCkcRGvpoMXlOjII
Czech Republic,Brány Plzeň,"Borská 61, 301 00 Plzeň 3, Czechia",Plzeň,,https://www.branyplzen.cz/kontakty/,,ChIJJdIuYgfuCkcRKPUc-jzr8MY
Czech Republic,Ploty Liberec,"Doubská 356, 460 06 Liberec, Czechia",Liberec,,http://www.plotyliberec.cz/,info@plotyliberec.cz,ChIJ-UYwMFg1CUcRchSpBfllMS8
Czech Republic,Ploty Jablonec,"Lučany nad Nisou 582, 468 71 Lučany nad Nisou, Czechia",Liberec,,http://www.plotyjablonec.cz/,info@plotyjablonec.cz,ChIJg6pr8Q7LDkcRHVX6mN9ab24
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, kontejnery a oplocení","Lučanská 46015, 15 Liberec 15, Czechia",Liberec,,http://www.johnnyservis.cz/,,ChIJEy2_ikE1CUcRyncyz1hKgDY
Czech Republic,Ploty - ST,"Krkonošská 875, 468 61 Desná v Jizerských horách-Desná III, Czechia",Liberec,,https://www.firmy.cz/detail/13610501-ploty-st-desna-iii.html,,ChIJS0NEV0DPDkcRSIjue67SRBI
Czech Republic,Ploty ST,"Nád CZ, Krkonošská 875, 468 61 Nád, Czechia",Liberec,,https://www.firmy.cz/detail/13610501-ploty-st-desna-iii.html,kovosst@seznam.cz,ChIJcQn_1D_PDkcRC_1SXM5WtAc
Czech Republic,Ploty Skočík,"471 23 Zákupy, Czechia",Liberec,,http://www.plotyskocik.cz/,r.skocik@email.cz,ChIJAQAAAARqCUcRbDekwzK1N60
Czech Republic,Fabrika na ploty s.r.o.,"Hněvotín 90, 783 47 Hněvotín, Czechia",Olomouc,,https://fabrikanaploty.cz/,,ChIJa_856VpPEkcRuo3PMbu_RlU
Czech Republic,Ploty a oplocení Olomouc,"Není, 783 46 Těšetice, Czechia",Olomouc,,http://www.plotyaoploceníolomouc.cz/,,ChIJNT6u-RBFEkcRPXN2Bqe6V1s
Czech Republic,Ploty Olomouc,"Rataje 89, 783 46 Těšetice, Czechia",Olomouc,,http://www.plotyolomouc.cz/,info@plotyolomouc.cz,ChIJ4ypSdnlFEkcRugRgHirD6Ic
Czech Republic,Plotové centrum Olomouc,"Na Sezníku 309/4, 779 00 Olomouc 9-Černovír, Czechia",Olomouc,,,,ChIJM64sNMFOEkcR-uSxS3j9O2Q
Czech Republic,Screen servis spol. s r.o. - plotové centrum,"Luběnice 156, 783 46 Luběnice, Czechia",Olomouc,,http://www.ploty-sita.cz/,jzachara@screenservis.cz,ChIJ_zygyk5FEkcRu1R46GRu7Go
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, kontejnery a oplocení","Štúrova 11, 772 00 Olomouc 9-Nedvězí, Czechia",Olomouc,,http://www.johnnyservis.cz/,,ChIJF7xfkxtPEkcRxUn3MD1qqxE
Czech Republic,Pletivo Grygov s.r.o.,"Za Tratí 255, 783 73 Grygov, Czechia",Olomouc,,https://www.pletivogrygov.cz/kontakt/,,ChIJU_m71H1SEkcR8oAS9esmShk
Czech Republic,Ploty KOMPLET,"Věry Pánkové, 779 00 Olomouc 9, Czechia",Olomouc,,https://www.plotykomplet.cz/,271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com,ChIJ-2N6YJ4i3ycRY9kjn_tPOu4
Czech Republic,Pronájem mobilních generátorů a elektrocentrál Olomouc,"Přerovská 494, 779 00 Olomouc 9-Holice, Czechia",Olomouc,,https://www.pronajem-generatoru-elektrocentral.cz/,info@manek.cz,ChIJP-WQQ81NEkcRt24ZrVSfkKA
Czech Republic,"GUARDI CZ - PLOTY, BRÁNY, TERASY","Jožky Jabůrkové 560/1, 779 00 Olomouc 9-Neředín, Czechia",Olomouc,,http://www.guardi.cz/,info@guardi.cz,ChIJMTaOeapPEkcRozyxHwXw2P8
Czech Republic,Ploty Grygov s.r.o.,"Za Tratí 255, 783 73 Grygov, Czechia",Olomouc,,https://ploty-grygov.cz/,plotygrygov@gmail.com,ChIJ10XTpBVTEkcRVYI1Vcqh-d8
Czech Republic,Ploty Hradec Králové s.r.o.,"Cukrovarská 341, 503 03 Hradec Králové-Smiřice, Czechia",Hradec Králové,,https://ploty-hradeckralove.cz/,info@ploty-hradeckralove.cz,ChIJ3xaSvZHVDUcROtvpXpOEbOY
Czech Republic,AMSTOR s.r.o.,"Vážní 1184, 500 03 Hradec Králové 3-Slezské Předměstí, Czechia",Hradec Králové,,http://www.amstor.cz/,info@amstor.cz,ChIJq77duurUDUcRjwt3p6RU1HU
Czech Republic,YXA s.r.o. Hliníkové ploty a brány,"Vážní 488 503 41, Pouchov 3, 3 Hradec Králové, Czechia",Hradec Králové,,http://www.yxa.cz/,info@yxa.cz,ChIJV_1aHKHYAYwR8SizYeP_1zc
Czech Republic,Oplocení Huňáček,"náměstí E. F. Buriana, 500 04 Hradec Králové 4, Czechia",Hradec Králové,,https://oplocenihunacek.cz/kontakt/,michal.hunacek@seznam.cz,ChIJtYCbJxorDEcRJzW6gr6qN8Y
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, kontejnery a oplocení","Trčkova, 503 46 Třebechovice pod Orebem, Czechia",Hradec Králové,,http://www.johnnyservis.cz/,,ChIJ79bTS6TXDUcRTgtgp0qRhjg
Czech Republic,Betonové ploty LKB,"Pardubická 345, 533 45 Opatovice nad Labem, Czechia",Hradec Králové,,http://www.lkb-ploty.cz/,lkbploty@gmail.com,ChIJW2yeMcotDEcRd4zC1MyOllk
Czech Republic,Centrumplotu - stavba oplocení,"13, Pod Zámečkem 1762, 500 06 Hradec Králové 6, Czechia",Hradec Králové,,,,ChIJ46_gO73UDUcRVM1_a5g4wds
Czech Republic,"LAMARK s.r.o. | Český výrobce bran, plotů a pergol","Pražská tř. 850, 500 04 Hradec Králové 4, Czechia",Hradec Králové,,https://lamark.cz/,info@lamark.de,ChIJVQWQYG0rDEcRhmeb-beMHqc
Czech Republic,Ploty Pardubice s.r.o.,"Ploty Pardubice s.r.o, Průmyslová 344, 533 01 Pardubice IV, Czechia",Hradec Králové,,http://www.ploty-pardubice.cz/,info@ploty-pardubice.cz,ChIJbwNPphTMDUcRQtsgdMZRzsQ
Czech Republic,Ploty z jihu,"Nová 6, 370 01 České Budějovice 1, Czechia",České Budějovice,,http://plotyzjihu.cz/,plotyzjihu@email.cz,ChIJkU46iD1Pc0cRaapi2Fr78yY
Czech Republic,PLOTY-DLAŽBY,"Otakarova 1364/45, 370 01 České Budějovice 3, Czechia",České Budějovice,,https://www.ploty-dlazby.cz/,info@ploty-dlazby.cz,ChIJMYa_RrpPc0cRiyDPn0iCkGo
Czech Republic,Royas KS Fence center,"Dobrovodská 2284, 370 06 České Budějovice 6, Czechia",České Budějovice,,http://www.royas.cz/,vyroba@royas.cz,ChIJoe5D4KlPc0cRLg0xP2g3uRM
Czech Republic,levné-brány-ploty,"Františka Ondříčka, 370 11 České Budějovice 5, Czechia",České Budějovice,,http://www.levne-brany-ploty.cz/kontakt/,bjmetal@seznam.cz,ChIJd7DNK9JRc0cRt_VkmJzcl7c
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, WC a oplocení","Planá 92, 370 01 Planá, Czechia",České Budějovice,,https://www.johnnyservis.cz/,,ChIJxxGtKsVFc0cRg4uMrcVBvAs
Czech Republic,Ploty na klíč - montáže oplocení,"Pod Tratí 562, 384 51 Volary, Czechia",České Budějovice,,https://www.facebook.com/plotynaklic/,,ChIJqzXYISy9dEcRC0obsN63GNo
Czech Republic,"EZ Týn nad Vltavou, s.r.o. plotyzdratu.cz","Hněvkovice na levém břehu Vltavy 18, 375 01 Týn nad Vltavou 1, Czechia",České Budějovice,,http://www.plotyzdratu.cz/,zuntmartin@email.cz,ChIJV4fJnQ6pDEcRUVb-H0MU5gM
Czech Republic,Drátěné ploty,"Dašická 848, 530 03 Pardubice I-Bílé Předměstí, Czechia",Pardubice,,http://www.dratene-ploty.cz/,info@dratene-ploty.cz,ChIJK5s-9PPMDUcRdk7sAG_Ua3U
Czech Republic,Ploty na klíč - INFAK,"Průmyslová 718, 533 01 Pardubice IV-Studánka, Czechia",Pardubice,,http://www.infak.com/,,ChIJKYhZyLnNDUcRbBUR2pSEOdQ
Czech Republic,NovyPlot,"K Parku 461, 533 52 Staré Hradiště u Pardubic, Czechia",Pardubice,,https://www.novyplot.cz/,info@novyplot.cz,ChIJE4P8wk_NDUcRUEMlMLEn7XA
Czech Republic,Pletivo Elbeenetting s.r.o.,"Dašická 848, 530 03 Pardubice I-Bílé Předměstí, Czechia",Pardubice,,http://www.drateneploty.cz/,info@dratene-ploty.cz,ChIJrYqSr4rMDUcR7AS0dXu4g2s
Czech Republic,INFAK - Ploty na klíč,"Chrudimská 1656, 535 01 Přelouč, Czechia",Pardubice,,http://www.infak.com/,info@infak.com,ChIJ7Q7HUc82DEcRbp16n3ZtKOw
Czech Republic,Drátěné Ploty,"Holubova 638, 530 03 Pardubice I-Bílé Předměstí, Czechia",Pardubice,,https://www.dratene-ploty.cz/ploty-na-klic.htm,info@dratene-ploty.cz,ChIJ05o-9PPMDUcRlSQqa88IPhs
Czech Republic,Ploty Slezák,"12 Zlín 12 CZ, Nová cesta 474, 763 14 Zlín, Czechia",Zlín,,https://www.plotyzlin.cz/,info@plotyzlin.cz,ChIJj7vT_My05mQRN6xYsDMNQv0
Czech Republic,Plotové Centrum Zlín - Kovovýroba Dobeš,"Hvozdenská 240, Lužkovice, 763 11 Zlín-Želechovice nad Dřevnicí, Czechia",Zlín,,https://www.dobes.eu/,dobes@dobes.eu,ChIJxcNswXl0E0cRTNo26FBSnRI
Czech Republic,Ploty a oplocení Zlín - Plotař,"Lípa 93, 763 11 Lípa, Czechia",Zlín,,http://www.plotar.cz/,info@plotar.cz,ChIJ6TpYwP9zE0cR3WiTWat--6w
Czech Republic,Stavba oplocení - Plotové centrum PD,"Hvozdenská 240, Lužkovice, 763 11 Zlín-Želechovice nad Dřevnicí, Czechia",Zlín,,https://plotove-centrum-pd.cz/,,ChIJ8wFgtQd1E0cRzMQVxZSpMz8
Czech Republic,Oplocení Tlumačov s.r.o.,"Jiráskova 910, 763 62 Tlumačov, Czechia",Zlín,,http://oploceni.eu/,moravec.matej94@gmail.com,ChIJ9_hbz9QOE0cRzb82TP9in5M
Czech Republic,"Bezúdržbové hliníkové ploty, brány, branky, zábradlí, pergoly, sítě proti hmyzu","Hradební 1547, 686 01 Uherské Hradiště 1, Czechia",Zlín,,http://www.bezudrzbovyplot.cz/,info@bezudrzbovyplot.cz,ChIJH9zEt64VE0cRaJurGlIEmQA
Czech Republic,Brány Kladno Zdeněk Čermák,"Sokolská 1304, 272 01 Kladno 1-Kročehlavy, Czechia",Kladno,,https://www.brany-kladno.cz/,,ChIJAynEJ-S3C0cRo1rXOY5J3iM
Czech Republic,Kladenské ploty,"Důl Max, 273 06 Libušín, Czechia",Kladno,,http://www.kladenskeploty.cz/,kladenskeploty@seznam.cz,ChIJa2N5fRK3C0cRDFuokLf4rz8
Czech Republic,Wrought iron fences. KlaTan,"Hlavní 21, 273 42 Stehelčeves, Czechia",Kladno,,http://www.kovane-ploty.net/,info@klatan.cz,ChIJCUEwCrrHC0cRbvKpq1Me0ZE
Czech Republic,Ploty Unger S.r.o.,"Karlovarská 13, 252 61 Jeneč, Czechia",Kladno,,https://www.plotyunger.cz/,fakturace@plotyunger.cz,ChIJW3RvWiS4C0cRoeH7ezLyNkg
Czech Republic,Ploty Štefan Čermák,"Krauzovna 178, 277 41 Kly, Czechia",Kladno,,http://www.ploty-cermak.cz/,stefancermak@seznam.cz,ChIJz6QrwarnC0cR_h88l45bUEI
Czech Republic,Gates drives Zýka,"Brožíkova 195, 272 01 Kladno 1-Kročehlavy, Czechia",Kladno,,http://www.vrata-pohony.eu/,info@vrata-pohony.eu,ChIJnVrf9eS3C0cRIgtiJAAIB0A
Czech Republic,Proutěné ploty,"5. května 14, 252 29 Dobřichovice, Czechia",Kladno,,http://www.prouteneploty.cz/,objednavky@prouteneploty.cz,ChIJ8UQgq2SYC0cRg4ENGHyQewM
Czech Republic,PROWERK poctivé řemeslo | prémiové kovové ploty a vjezdové brány | zakázková výroba na míru,"Jungmannova 9, 267 01 Králův Dvůr u Berouna-Zahořany, Czechia",Kladno,,https://www.prowerk.cz/,INFO@PROWERK.CZ,ChIJcUbdvYKvC0cRZUdtdg6zuL0
