country,company_name,address,city,phone,website,email,place_id,scraped_emails,scraping_error,all_emails
Czech Republic,Ploty z Kovu,"Na Pořadí, 735 41 Petřvald u Karviné, Czechia",Prague,,http://www.plotyzkovu.cz/,poptavka@plotyzkovu.cz,ChIJH6uxE7L9E0cRvmrpyjpbMJI,poptavka@plotyzkovu.cz,,poptavka@plotyzkovu.cz
Czech Republic,Plotové Studio,"Do Višňovky 81, 251 01 Herink-Říčany u Prahy, Czechia",Prague,,https://www.plotovestudio.cz/kontakty/centralni-sklad-herink,reklamace@ceskeploty.cz,ChIJZSJgzgGPC0cRlnbmeTzfRuc,"reklamace@ceskeploty.cz, herink@ceskeploty.cz, info@ceskeploty.cz",,"herink@ceskeploty.cz, info@ceskeploty.cz, reklamace@ceskeploty.cz"
Czech Republic,MIMA ploty s.r.o.,"Rebešovická 482/77, 643 00 Brno-Chrlice, Czechia",Brno,,https://www.betonoveploty.cz/,seo.racek@gmail.com,ChIJD2icoRDAEkcRvy5DwdhPlp0,"seo.racek@gmail.com, info@betonoveploty.cz",,"info@betonoveploty.cz, seo.racek@gmail.com"
Czech Republic,Ploty Pepe,"Kaštanová 141e, 620 00 Brno-jih, Czechia",Brno,,http://www.plotypepe.cz/,jan@novak.cz,ChIJw0o63_mVEkcRe1AgPbDFMog,,HTTP 503,jan@novak.cz
Czech Republic,Betonové ploty Znojmo Brno Břeclav,"Příkopy 362, 671 67 Hrušovany nad Jevišovkou, Czechia",Brno,,http://www.betonoveplotyznojmo.cz/,j.novacek@betonoveplotyznojmo.cz,ChIJhUqnxNhKbUcRTicd6Mc8gkU,j.novacek@betonoveplotyznojmo.cz,,j.novacek@betonoveplotyznojmo.cz
Czech Republic,A+J ploty s.r.o.,"Brněnská, 664 42 Modřice, Czechia",Brno,,http://www.ajploty.cz/,obchod@ajploty.cz,ChIJaaO6WXq_EkcRxW_SBnRpiRU,"info@ajploty.cz, montaz@ajploty.cz, obchod@ajploty.cz",,"info@ajploty.cz, montaz@ajploty.cz, obchod@ajploty.cz"
Czech Republic,Davson Ploty - David Duchoň,"Sevastopolská 348/7, 625 00 Brno-Starý Lískovec, Czechia",Brno,,http://www.davson-ploty.cz/,ploty-davson@seznam.cz,ChIJpdt9_OWVEkcR8HyxrrVLJEE,ploty-davson@seznam.cz,,ploty-davson@seznam.cz
Czech Republic,Namor Ploty,"Tuřanská 689, 664 52 Sokolnice, Czechia",Brno,,http://www.namorploty.cz/,info@namorploty.cz,ChIJMf_atf_HO2oRzyS1ppz3M64,info@namorploty.cz,,info@namorploty.cz
Czech Republic,Levné Ooplocení,"Stará pošta 67, 664 61 Rajhrad, Czechia",Brno,,http://www.levne-oploceni.cz/,dotazy@levne-oploceni.cz,ChIJeQcCo2O_EkcRRJ7FomXL818,dotazy@levne-oploceni.cz,,dotazy@levne-oploceni.cz
Czech Republic,DESIGNFENCE,"Klímova 1, 616 00 Brno-Žabovřesky, Czechia",Brno,,http://www.designfence.cz/,info@designfence.cz,ChIJj512S03rEkcRO2Bmiaw4ahQ,info@designfence.cz,,info@designfence.cz
Czech Republic,Ploty-Ostrava,"Hrabovská 5, 724 00 Ostrava 24, Czechia",Ostrava,,http://www.ploty-ostrava.cz/,ploty@kanclir.cz,ChIJj7hxNsD6E0cR6uDvHeArK5g,ploty@kanclir.cz,,ploty@kanclir.cz
Czech Republic,ČESKÉ PLOTY | OSTRAVA,"U Cementárny 1174/38, 71000 Ostrava 3, Czechia",Ostrava,,https://www.ceskeploty.cz/,info@ceskeploty.cz,ChIJBbquPZHjE0cR-zXZyFqCkRE,,HTTP 503,info@ceskeploty.cz
Czech Republic,KM fences Ostrava,"Na Valše 48/11, 702 00 Moravská Ostrava a Přívoz, Czechia",Ostrava,,http://www.kmploty.cz/,info@plotyzostravy.cz,ChIJB0A7dgLiE0cRdreu6qDY2Yc,info@plotyzostravy.cz,,info@plotyzostravy.cz
Czech Republic,Ploty Kincl s.r.o.,"Na Valše 48, 702 00 Moravská Ostrava a Přívoz, Czechia",Ostrava,,http://www.plotyzostravy.cz/,info@plotyzostravy.cz,ChIJ29W2RePiE0cRv1YrzbAOU9I,,,info@plotyzostravy.cz
Czech Republic,"Ploty Lorenc, Kované ploty","U Řeky vedle č.p.682, 720 00 Ostrava, Czechia",Ostrava,,https://www.ploty-lorenc.cz/cs/,info@ploty-lorenc.cz,ChIJLZtkc-FfEUcRqE8UAzmJaKE,info@ploty-lorenc.cz,,info@ploty-lorenc.cz
Czech Republic,Nejlevnější ploty Paskov - komplexní prodej výrobků a nářadí pro stavbu plotů,"Místecká 904, 739 21 Paskov, Czechia",Ostrava,,http://www.nejlevnejsiploty.cz/,faktury@dimonthdx.cz,ChIJW0LAQZr7E0cRPWAHHlVpriI,,SSL Error,faktury@dimonthdx.cz
Czech Republic,Profi Ploty,"Erbenova 280/66, 703 00 Ostrava 3, Czechia",Ostrava,,https://www.profiploty.cz/,jan@novak.cz,ChIJF8t_inblE0cRohoBBoEvWuQ,,HTTP 503,jan@novak.cz
Czech Republic,Ploty CZ,"Opavská 270/31, 743 01 Bílovec 1, Czechia",Ostrava,,https://plotycz.cz/,info@plotycz.cz,ChIJicObuBzoE0cRJFhgRujsC7M,%69%6e%66%6f(%7a%61%76%69%6e%61%63)%70%6c%6f%74%79%63%7a.%63%7a,,info@plotycz.cz
Czech Republic,ePLETIVO,"5, Hrabovská 39, 724 00 Ostrava, Czechia",Ostrava,,http://www.epletivo.cz/kontakt,ploty@ploty-ostrava.cz,ChIJAQBsNsD6E0cRgYYdl_AEBQI,"ploty@ploty-ostrava.cz, koval@kanclir.cz",,"koval@kanclir.cz, ploty@ploty-ostrava.cz"
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, WC a oplocení","Slovenská 1103/4, 702 00 Moravská Ostrava a Přívoz, Czechia",Ostrava,,http://www.johnnyservis.cz/,,ChIJU6mInlv7E0cREuDSWrEuNTw,podpora@johnnyservis.cz,,podpora@johnnyservis.cz
Czech Republic,Ploty Matěj & Adámek s.r.o.,"Jistebník 28, 742 82 Jistebník, Czechia",Ostrava,,http://www.plotymatejadamek.cz/,plotymatejadamek@gmail.com,ChIJS26f4FXlE0cRDfWPa-3tQ4I,plotymatejadamek@gmail.com,,plotymatejadamek@gmail.com
Czech Republic,Ploty Hokl,"Lumírova, 700 30 Ostrava-jih, Czechia",Ostrava,,http://ploty-hokl.cz/index.php/kontakt,plotyhokl@post.cz,ChIJaQ-PYoHkE0cR82xyYg23RYQ,plotyhokl@post.cz,,plotyhokl@post.cz
Czech Republic,"Enespo, s.r.o. - Ploty, brány a garážová vrata Ostrava a okolí","Buničitá 201/2, 739 32 Vratimov 1, Czechia",Ostrava,,https://www.enespo.cz/,enespo@seznam.cz,ChIJ-4UBjBD7E0cROSNqNASEcXI,enespo@seznam.cz,,enespo@seznam.cz
Czech Republic,ADAMONT.cz - VZORKOVNA (Vrata-brány-ploty-okna-dveře-stínící technika),"28. října 2020/231, 709 00 Ostrava 9, Czechia",Ostrava,,http://www.adamont.cz/,info@adamont.cz,ChIJ0wv5NQvhE0cRJNeAMZdRTcc,,HTTP 503,info@adamont.cz
Czech Republic,DFploty.cz - stavba plotů Plzeň,"Klatovská tř. 1460/83, 301 00 Plzeň 3, Czechia",Plzeň,,https://www.dfploty.cz/,FortD@seznam.cz,ChIJB36NSdnvCkcRdJ8XvDC-7b0,FortD@seznam.cz,,FortD@seznam.cz
Czech Republic,TOPPLOTBETON,"Domažlická 1135/190, 318 00 Plzeň 3, Czechia",Plzeň,,https://www.topplotbeton.cz/,info@topplotbeton.cz,ChIJyYir607_1kkR2DGhfhch9Bw,info@topplotbeton.cz,,info@topplotbeton.cz
Czech Republic,"MDploty - montáž plotů, pletiv, bran i branek","Na Roudné 443/18, 301 00 Plzeň 1, Czechia",Plzeň,,https://www.mdploty.cz/,Mail@Gardenhub.com,ChIJX17XbcKRCkcRK6CC8yzDR-c,Mail@Gardenhub.com,,Mail@Gardenhub.com
Czech Republic,levnepletivo.cz - Ploty Ivo & Roman,"Tovární, 345 61 Holýšov, Czechia",Plzeň,,http://www.levnepletivo.cz/,0xe9523a63c3fbd6e2798a978f1f7905727ce874fee9ac0fceae41d94b85d9597dabffe-i.vo@seznam.cz,ChIJATzDXJO-CkcRrmv6wTPRKGE,info@levnepletivo.cz,,"0xe9523a63c3fbd6e2798a978f1f7905727ce874fee9ac0fceae41d94b85d9597dabffe-i.vo@seznam.cz, info@levnepletivo.cz"
Czech Republic,Stavby Plotů S.r.o.,"Klatovská tř. 1460/83, 301 00 Plzeň 3-Jižní Předměstí, Czechia",Plzeň,,https://rejstrik-firem.kurzy.cz/06879209/stavby-plotu-sro/,info@kurzy.cz,ChIJjetf5ivyCkcRGvpoMXlOjII,info@kurzy.cz,,info@kurzy.cz
Czech Republic,Brány Plzeň,"Borská 61, 301 00 Plzeň 3, Czechia",Plzeň,,https://www.branyplzen.cz/kontakty/,,ChIJJdIuYgfuCkcRKPUc-jzr8MY,"salkovic.dusan@seznam.cz, dusan.salkovic@seznam.cz",,"dusan.salkovic@seznam.cz, salkovic.dusan@seznam.cz"
Czech Republic,Ploty Liberec,"Doubská 356, 460 06 Liberec, Czechia",Liberec,,http://www.plotyliberec.cz/,info@plotyliberec.cz,ChIJ-UYwMFg1CUcRchSpBfllMS8,info@plotyliberec.cz,,info@plotyliberec.cz
Czech Republic,Ploty Jablonec,"Lučany nad Nisou 582, 468 71 Lučany nad Nisou, Czechia",Liberec,,http://www.plotyjablonec.cz/,info@plotyjablonec.cz,ChIJg6pr8Q7LDkcRHVX6mN9ab24,info@plotyjablonec.cz,,info@plotyjablonec.cz
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, kontejnery a oplocení","Lučanská 46015, 15 Liberec 15, Czechia",Liberec,,http://www.johnnyservis.cz/,,ChIJEy2_ikE1CUcRyncyz1hKgDY,podpora@johnnyservis.cz,,podpora@johnnyservis.cz
Czech Republic,Ploty ST,"Nád CZ, Krkonošská 875, 468 61 Nád, Czechia",Liberec,,https://www.firmy.cz/detail/13610501-ploty-st-desna-iii.html,kovosst@seznam.cz,ChIJcQn_1D_PDkcRC_1SXM5WtAc,,,kovosst@seznam.cz
Czech Republic,Ploty Skočík,"471 23 Zákupy, Czechia",Liberec,,http://www.plotyskocik.cz/,r.skocik@email.cz,ChIJAQAAAARqCUcRbDekwzK1N60,r.skocik@email.cz,,r.skocik@email.cz
Czech Republic,Ploty Olomouc,"Rataje 89, 783 46 Těšetice, Czechia",Olomouc,,http://www.plotyolomouc.cz/,info@plotyolomouc.cz,ChIJ4ypSdnlFEkcRugRgHirD6Ic,info@plotyolomouc.cz,,info@plotyolomouc.cz
Czech Republic,Screen servis spol. s r.o. - plotové centrum,"Luběnice 156, 783 46 Luběnice, Czechia",Olomouc,,http://www.ploty-sita.cz/,jzachara@screenservis.cz,ChIJ_zygyk5FEkcRu1R46GRu7Go,,SSL Error,jzachara@screenservis.cz
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, kontejnery a oplocení","Štúrova 11, 772 00 Olomouc 9-Nedvězí, Czechia",Olomouc,,http://www.johnnyservis.cz/,,ChIJF7xfkxtPEkcRxUn3MD1qqxE,podpora@johnnyservis.cz,,podpora@johnnyservis.cz
Czech Republic,Ploty KOMPLET,"Věry Pánkové, 779 00 Olomouc 9, Czechia",Olomouc,,https://www.plotykomplet.cz/,271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com,ChIJ-2N6YJ4i3ycRY9kjn_tPOu4,info@plotykomplet.cz,,"271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, info@plotykomplet.cz"
Czech Republic,Pronájem mobilních generátorů a elektrocentrál Olomouc,"Přerovská 494, 779 00 Olomouc 9-Holice, Czechia",Olomouc,,https://www.pronajem-generatoru-elektrocentral.cz/,info@manek.cz,ChIJP-WQQ81NEkcRt24ZrVSfkKA,"infobrno@manek.cz, info@manek.cz",,"info@manek.cz, infobrno@manek.cz"
Czech Republic,"GUARDI CZ - PLOTY, BRÁNY, TERASY","Jožky Jabůrkové 560/1, 779 00 Olomouc 9-Neředín, Czechia",Olomouc,,http://www.guardi.cz/,info@guardi.cz,ChIJMTaOeapPEkcRozyxHwXw2P8,,,info@guardi.cz
Czech Republic,Ploty Grygov s.r.o.,"Za Tratí 255, 783 73 Grygov, Czechia",Olomouc,,https://ploty-grygov.cz/,plotygrygov@gmail.com,ChIJ10XTpBVTEkcRVYI1Vcqh-d8,,SSL Error,plotygrygov@gmail.com
Czech Republic,Ploty Hradec Králové s.r.o.,"Cukrovarská 341, 503 03 Hradec Králové-Smiřice, Czechia",Hradec Králové,,https://ploty-hradeckralove.cz/,info@ploty-hradeckralove.cz,ChIJ3xaSvZHVDUcROtvpXpOEbOY,info@ploty-hradeckralove.cz,,info@ploty-hradeckralove.cz
Czech Republic,AMSTOR s.r.o.,"Vážní 1184, 500 03 Hradec Králové 3-Slezské Předměstí, Czechia",Hradec Králové,,http://www.amstor.cz/,info@amstor.cz,ChIJq77duurUDUcRjwt3p6RU1HU,info@amstor.cz,,info@amstor.cz
Czech Republic,YXA s.r.o. Hliníkové ploty a brány,"Vážní 488 503 41, Pouchov 3, 3 Hradec Králové, Czechia",Hradec Králové,,http://www.yxa.cz/,info@yxa.cz,ChIJV_1aHKHYAYwR8SizYeP_1zc,info@yxa.cz,,info@yxa.cz
Czech Republic,Oplocení Huňáček,"náměstí E. F. Buriana, 500 04 Hradec Králové 4, Czechia",Hradec Králové,,https://oplocenihunacek.cz/kontakt/,michal.hunacek@seznam.cz,ChIJtYCbJxorDEcRJzW6gr6qN8Y,michal.hunacek@seznam.cz,,michal.hunacek@seznam.cz
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, kontejnery a oplocení","Trčkova, 503 46 Třebechovice pod Orebem, Czechia",Hradec Králové,,http://www.johnnyservis.cz/,,ChIJ79bTS6TXDUcRTgtgp0qRhjg,podpora@johnnyservis.cz,,podpora@johnnyservis.cz
Czech Republic,Betonové ploty LKB,"Pardubická 345, 533 45 Opatovice nad Labem, Czechia",Hradec Králové,,http://www.lkb-ploty.cz/,lkbploty@gmail.com,ChIJW2yeMcotDEcRd4zC1MyOllk,lkbploty@gmail.com,,lkbploty@gmail.com
Czech Republic,"LAMARK s.r.o. | Český výrobce bran, plotů a pergol","Pražská tř. 850, 500 04 Hradec Králové 4, Czechia",Hradec Králové,,https://lamark.cz/,info@lamark.de,ChIJVQWQYG0rDEcRhmeb-beMHqc,"info@lamark.de, info@lamark.cz",,"info@lamark.cz, info@lamark.de"
Czech Republic,Ploty Pardubice s.r.o.,"Ploty Pardubice s.r.o, Průmyslová 344, 533 01 Pardubice IV, Czechia",Hradec Králové,,http://www.ploty-pardubice.cz/,info@ploty-pardubice.cz,ChIJbwNPphTMDUcRQtsgdMZRzsQ,info@ploty-pardubice.cz,,info@ploty-pardubice.cz
Czech Republic,Ploty z jihu,"Nová 6, 370 01 České Budějovice 1, Czechia",České Budějovice,,http://plotyzjihu.cz/,plotyzjihu@email.cz,ChIJkU46iD1Pc0cRaapi2Fr78yY,,,plotyzjihu@email.cz
Czech Republic,PLOTY-DLAŽBY,"Otakarova 1364/45, 370 01 České Budějovice 3, Czechia",České Budějovice,,https://www.ploty-dlazby.cz/,info@ploty-dlazby.cz,ChIJMYa_RrpPc0cRiyDPn0iCkGo,"info@ploty-dlazby.cz, info@stilbro.com",,"info@ploty-dlazby.cz, info@stilbro.com"
Czech Republic,Royas KS Fence center,"Dobrovodská 2284, 370 06 České Budějovice 6, Czechia",České Budějovice,,http://www.royas.cz/,vyroba@royas.cz,ChIJoe5D4KlPc0cRLg0xP2g3uRM,,,vyroba@royas.cz
Czech Republic,levné-brány-ploty,"Františka Ondříčka, 370 11 České Budějovice 5, Czechia",České Budějovice,,http://www.levne-brany-ploty.cz/kontakt/,bjmetal@seznam.cz,ChIJd7DNK9JRc0cRt_VkmJzcl7c,,SSL Error,bjmetal@seznam.cz
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, WC a oplocení","Planá 92, 370 01 Planá, Czechia",České Budějovice,,https://www.johnnyservis.cz/,,ChIJxxGtKsVFc0cRg4uMrcVBvAs,podpora@johnnyservis.cz,,podpora@johnnyservis.cz
Czech Republic,"EZ Týn nad Vltavou, s.r.o. plotyzdratu.cz","Hněvkovice na levém břehu Vltavy 18, 375 01 Týn nad Vltavou 1, Czechia",České Budějovice,,http://www.plotyzdratu.cz/,zuntmartin@email.cz,ChIJV4fJnQ6pDEcRUVb-H0MU5gM,,,zuntmartin@email.cz
Czech Republic,Drátěné ploty,"Dašická 848, 530 03 Pardubice I-Bílé Předměstí, Czechia",Pardubice,,http://www.dratene-ploty.cz/,info@dratene-ploty.cz,ChIJK5s-9PPMDUcRdk7sAG_Ua3U,,SSL Error,info@dratene-ploty.cz
Czech Republic,NovyPlot,"K Parku 461, 533 52 Staré Hradiště u Pardubic, Czechia",Pardubice,,https://www.novyplot.cz/,info@novyplot.cz,ChIJE4P8wk_NDUcRUEMlMLEn7XA,info@novyplot.cz,,info@novyplot.cz
Czech Republic,Pletivo Elbeenetting s.r.o.,"Dašická 848, 530 03 Pardubice I-Bílé Předměstí, Czechia",Pardubice,,http://www.drateneploty.cz/,info@dratene-ploty.cz,ChIJrYqSr4rMDUcR7AS0dXu4g2s,"info@dratene-ploty.cz, info@drateneploty.cz",,"info@dratene-ploty.cz, info@drateneploty.cz"
Czech Republic,INFAK - Ploty na klíč,"Chrudimská 1656, 535 01 Přelouč, Czechia",Pardubice,,http://www.infak.com/,info@infak.com,ChIJ7Q7HUc82DEcRbp16n3ZtKOw,,,info@infak.com
Czech Republic,Drátěné Ploty,"Holubova 638, 530 03 Pardubice I-Bílé Předměstí, Czechia",Pardubice,,https://www.dratene-ploty.cz/ploty-na-klic.htm,info@dratene-ploty.cz,ChIJ05o-9PPMDUcRlSQqa88IPhs,info@dratene-ploty.cz,,info@dratene-ploty.cz
Czech Republic,Ploty Slezák,"12 Zlín 12 CZ, Nová cesta 474, 763 14 Zlín, Czechia",Zlín,,https://www.plotyzlin.cz/,info@plotyzlin.cz,ChIJj7vT_My05mQRN6xYsDMNQv0,info@plotyzlin.cz,,info@plotyzlin.cz
Czech Republic,Plotové Centrum Zlín - Kovovýroba Dobeš,"Hvozdenská 240, Lužkovice, 763 11 Zlín-Želechovice nad Dřevnicí, Czechia",Zlín,,https://www.dobes.eu/,dobes@dobes.eu,ChIJxcNswXl0E0cRTNo26FBSnRI,dobes@dobes.eu,,dobes@dobes.eu
Czech Republic,Ploty a oplocení Zlín - Plotař,"Lípa 93, 763 11 Lípa, Czechia",Zlín,,http://www.plotar.cz/,info@plotar.cz,ChIJ6TpYwP9zE0cR3WiTWat--6w,info@plotar.cz,,info@plotar.cz
Czech Republic,Oplocení Tlumačov s.r.o.,"Jiráskova 910, 763 62 Tlumačov, Czechia",Zlín,,http://oploceni.eu/,moravec.matej94@gmail.com,ChIJ9_hbz9QOE0cRzb82TP9in5M,,,moravec.matej94@gmail.com
Czech Republic,"Bezúdržbové hliníkové ploty, brány, branky, zábradlí, pergoly, sítě proti hmyzu","Hradební 1547, 686 01 Uherské Hradiště 1, Czechia",Zlín,,http://www.bezudrzbovyplot.cz/,info@bezudrzbovyplot.cz,ChIJH9zEt64VE0cRaJurGlIEmQA,info@bezudrzbovyplot.cz,,info@bezudrzbovyplot.cz
Czech Republic,Brány Kladno Zdeněk Čermák,"Sokolská 1304, 272 01 Kladno 1-Kročehlavy, Czechia",Kladno,,https://www.brany-kladno.cz/,,ChIJAynEJ-S3C0cRo1rXOY5J3iM,info@brany-kladno.cz,,info@brany-kladno.cz
Czech Republic,Kladenské ploty,"Důl Max, 273 06 Libušín, Czechia",Kladno,,http://www.kladenskeploty.cz/,kladenskeploty@seznam.cz,ChIJa2N5fRK3C0cRDFuokLf4rz8,kladenskeploty@seznam.cz,,kladenskeploty@seznam.cz
