country,company_name,address,city,phone,website,email,place_id
Czech Republic,KSENA - building and cleaning company in Prague,"Dářská 275/14, 198 00 Praha 9-Kyje, Czechia",Prague,N/A,N/A,N/A,ChIJGymGDs6SC0cROElPZFxvDCE
Czech Republic,A.R.G. Stavby s.r.o.,"Pivoňková 14, 251 01 Říčany u Prahy, Czechia",Prague,N/A,N/A,N/A,ChIJj_8BQ2GJC0cRCre0_3DW37s
Czech Republic,BOELS Česká republika s.r.o. Praha - Sídlo společnosti,"Tlumačovská 1237/32, 155 00 Praha 13, Czechia",Prague,N/A,N/A,N/A,ChIJiX7FM4iVC0cRabZ5CvCCBLQ
Czech Republic,EUROPLOTY s.r.o.,"Rukavičkářská, 263 01 Dobříš, Czechia",Prague,N/A,N/A,N/A,ChIJ_5RwArcKC0cRWRCxs-C58Vs
Czech Republic,EUROPLOTY s.r.o.,"Nad Pisárkami 1, 623 00 Kohoutovice, Czechia",Prague,N/A,N/A,N/A,ChIJL9x-ANaVEkcRV3pphIqg8kM
Czech Republic,HOBBY Garden Ltd.,"Pod Drahou 984, 252 30 Řevnice, Czechia",Prague,N/A,N/A,N/A,ChIJz1m9AICiC0cRmxgHmxRQyYY
Czech Republic,Ploty Benešov,"Fakturační adresa, Na Bezděkově 2005, 256 01 Benešov, Czechia",Prague,N/A,http://beneploty.cz/,beneploty@seznam.cz,ChIJA4Jolg1_DEcRbSgjOu6U9vw
Czech Republic,PLOTYS - prodej a stavba plotů,"Otická 36, 746 01 Opava 1, Czechia",Prague,N/A,N/A,N/A,ChIJzffs0HPYE0cRkWCbZMk0QuI
Czech Republic,Ploty z Kovu,"Na Pořadí, 735 41 Petřvald u Karviné, Czechia",Prague,N/A,http://www.plotyzkovu.cz/,poptavka@plotyzkovu.cz,ChIJH6uxE7L9E0cRvmrpyjpbMJI
Czech Republic,Plotové Studio,"Do Višňovky 81, 251 01 Herink-Říčany u Prahy, Czechia",Prague,N/A,https://www.plotovestudio.cz/kontakty/centralni-sklad-herink,reklamace@ceskeploty.cz,ChIJZSJgzgGPC0cRlnbmeTzfRuc
Czech Republic,MIMA ploty s.r.o.,"Rebešovická 482/77, 643 00 Brno-Chrlice, Czechia",Brno,N/A,https://www.betonoveploty.cz/,seo.racek@gmail.com,ChIJD2icoRDAEkcRvy5DwdhPlp0
Czech Republic,Ploty Pepe,"Kaštanová 141e, 620 00 Brno-jih, Czechia",Brno,N/A,http://www.plotypepe.cz/,jan@novak.cz,ChIJw0o63_mVEkcRe1AgPbDFMog
Czech Republic,Betonové ploty Znojmo Brno Břeclav,"Příkopy 362, 671 67 Hrušovany nad Jevišovkou, Czechia",Brno,N/A,http://www.betonoveplotyznojmo.cz/,j.novacek@betonoveplotyznojmo.cz,ChIJhUqnxNhKbUcRTicd6Mc8gkU
Czech Republic,A+J ploty s.r.o.,"Brněnská, 664 42 Modřice, Czechia",Brno,N/A,http://www.ajploty.cz/,obchod@ajploty.cz,ChIJaaO6WXq_EkcRxW_SBnRpiRU
Czech Republic,Davson Ploty - David Duchoň,"Sevastopolská 348/7, 625 00 Brno-Starý Lískovec, Czechia",Brno,N/A,http://www.davson-ploty.cz/,ploty-davson@seznam.cz,ChIJpdt9_OWVEkcR8HyxrrVLJEE
Czech Republic,Namor Ploty,"Tuřanská 689, 664 52 Sokolnice, Czechia",Brno,N/A,http://www.namorploty.cz/,info@namorploty.cz,ChIJMf_atf_HO2oRzyS1ppz3M64
Czech Republic,Levné Ooplocení,"Stará pošta 67, 664 61 Rajhrad, Czechia",Brno,N/A,http://www.levne-oploceni.cz/,dotazy@levne-oploceni.cz,ChIJeQcCo2O_EkcRRJ7FomXL818
Czech Republic,DESIGNFENCE,"Klímova 1, 616 00 Brno-Žabovřesky, Czechia",Brno,N/A,http://www.designfence.cz/,info@designfence.cz,ChIJj512S03rEkcRO2Bmiaw4ahQ
Czech Republic,PROSTAVBU Ltd.,"Vídeňská 294/93A, 639 00 Brno-střed, Czechia",Brno,N/A,N/A,N/A,ChIJmfdEkKaVEkcRTBSGc3GmfvQ
Czech Republic,Duofuse,"Vídeňská 99, 639 00 Brno-střed, Czechia",Brno,N/A,N/A,N/A,ChIJg9SH8ROVEkcRd1-86pvKr18
Czech Republic,"František Pařízek, Výroba a prodej pletiv","Brněnská 280, 666 01 Tišnov 1, Czechia",Brno,N/A,https://www.pletivo-online.cz/,parizek.ploty@volny.cz,ChIJZYosr7GEEkcR60r4CelfqQo
Czech Republic,Betonové ploty,"Jemelkova, 625 00 Brno-Starý Lískovec, Czechia",Brno,N/A,N/A,N/A,ChIJ45GIteiVEkcRAtkGXhJjXB8
Czech Republic,Ploty-Ostrava,"Hrabovská 5, 724 00 Ostrava 24, Czechia",Ostrava,N/A,http://www.ploty-ostrava.cz/,ploty@kanclir.cz,ChIJj7hxNsD6E0cR6uDvHeArK5g
Czech Republic,ČESKÉ PLOTY | OSTRAVA,"U Cementárny 1174/38, 71000 Ostrava 3, Czechia",Ostrava,N/A,https://www.ceskeploty.cz/,info@ceskeploty.cz,ChIJBbquPZHjE0cR-zXZyFqCkRE
Czech Republic,KM fences Ostrava,"Na Valše 48/11, 702 00 Moravská Ostrava a Přívoz, Czechia",Ostrava,N/A,http://www.kmploty.cz/,info@plotyzostravy.cz,ChIJB0A7dgLiE0cRdreu6qDY2Yc
Czech Republic,APROMA Inc.,"Nákladní 3179/1, 702 00 Moravská Ostrava, Czechia",Ostrava,N/A,N/A,N/A,ChIJoZOBcAXjE0cRYkLI5WNp9vE
Czech Republic,Ploty Kincl s.r.o.,"Na Valše 48, 702 00 Moravská Ostrava a Přívoz, Czechia",Ostrava,N/A,http://www.plotyzostravy.cz/,info@plotyzostravy.cz,ChIJ29W2RePiE0cRv1YrzbAOU9I
Czech Republic,"Ploty Lorenc, Kované ploty","U Řeky vedle č.p.682, 720 00 Ostrava, Czechia",Ostrava,N/A,https://www.ploty-lorenc.cz/cs/,info@ploty-lorenc.cz,ChIJLZtkc-FfEUcRqE8UAzmJaKE
Czech Republic,Nejlevnější ploty Paskov - komplexní prodej výrobků a nářadí pro stavbu plotů,"Místecká 904, 739 21 Paskov, Czechia",Ostrava,N/A,http://www.nejlevnejsiploty.cz/,faktury@dimonthdx.cz,ChIJW0LAQZr7E0cRPWAHHlVpriI
Czech Republic,Ploty a pletivo - oplocení,"5, Hrabovská 39, 724 00 Ostrava, Czechia",Ostrava,N/A,N/A,N/A,ChIJAQBsNsD6E0cRPEbmk6Fuuag
Czech Republic,Profi Ploty,"Erbenova 280/66, 703 00 Ostrava 3, Czechia",Ostrava,N/A,https://www.profiploty.cz/,jan@novak.cz,ChIJF8t_inblE0cRohoBBoEvWuQ
Czech Republic,Ploty CZ,"Opavská 270/31, 743 01 Bílovec 1, Czechia",Ostrava,N/A,https://plotycz.cz/,info@plotycz.cz,ChIJicObuBzoE0cRJFhgRujsC7M
Czech Republic,ePLETIVO,"5, Hrabovská 39, 724 00 Ostrava, Czechia",Ostrava,N/A,http://www.epletivo.cz/kontakt,ploty@ploty-ostrava.cz,ChIJAQBsNsD6E0cRgYYdl_AEBQI
Czech Republic,Kanstav,"Hrabovská 297/50, 724 00 Ostrava 24, Czechia",Ostrava,N/A,N/A,N/A,ChIJKyAQTMD6E0cRKq18oFd3neg
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, WC a oplocení","Slovenská 1103/4, 702 00 Moravská Ostrava a Přívoz, Czechia",Ostrava,N/A,N/A,N/A,ChIJU6mInlv7E0cREuDSWrEuNTw
Czech Republic,"Profo Montáže CZ, s.r.o.","Orlovská 978/22, 712 00 Slezská Ostrava, Czechia",Ostrava,N/A,N/A,N/A,ChIJTae6vsTiE0cRjo0nPlr0j0I
Czech Republic,SCASERV Inc.,"Frýdecká 775/20, 719 00 Slezská Ostrava-Kunčice, Czechia",Ostrava,N/A,N/A,N/A,ChIJC5RJrqT8E0cR-K3iv7aImzs
Czech Republic,Ploty-oploceni-ostrava,"Habrová 1132/6, 710 00 Slezská Ostrava, Czechia",Ostrava,N/A,N/A,N/A,ChIJEeKLP6fkE0cRxtKaVFMvYEc
Czech Republic,Ploty Hýl - Betonové ploty,"Dlouhá, 742 83 Olbramice, Czechia",Ostrava,N/A,N/A,N/A,ChIJvUkq4m7vE0cRzqntQtq5gnY
Czech Republic,bauMax,"Novoveská 3137, 709 00 Moravská Ostrava a Přívoz-Mariánské Hory, Czechia",Ostrava,N/A,N/A,N/A,ChIJ64JlQ3PjE0cR86R-YYAfqV4
Czech Republic,Střešní krytiny SATJAM s.r.o. výrobní a obchodní středisko Ostrava,"Michalská 1032/21, 710 00 Slezská Ostrava, Czechia",Ostrava,N/A,N/A,N/A,ChIJqYZN6tD8E0cR-YlOSUV0vHo
Czech Republic,MARUŠÍK HOLZ s.r.o.,"K Turkovu 3286/3, 723 00 Ostrava 23, Czechia",Ostrava,N/A,N/A,N/A,ChIJJYYSamDhE0cRjuH5036vGtI
Czech Republic,"Tomáš STRAUB s.r.o. | Balkóny, lodžie, revitalizace, výstavba, tepelná čerpadla, fotovoltaika | Hlučín","Ostravská 1847, 748 01 Hlučín, Czechia",Ostrava,N/A,N/A,N/A,ChIJXfNwi4HhE0cREyc7YZ9OlaE
Czech Republic,Robenek Stav S.r.o.,"Rudná 1117, 703 00 Ostrava 3-Zábřeh, Czechia",Ostrava,N/A,N/A,N/A,ChIJVxJFcajkE0cRSx7b89bDb_Q
Czech Republic,Ploty Matěj & Adámek s.r.o.,"Jistebník 28, 742 82 Jistebník, Czechia",Ostrava,N/A,http://www.plotymatejadamek.cz/,plotymatejadamek@gmail.com,ChIJS26f4FXlE0cRDfWPa-3tQ4I
Czech Republic,Ploty Hokl,"Lumírova, 700 30 Ostrava-jih, Czechia",Ostrava,N/A,http://ploty-hokl.cz/index.php/kontakt,plotyhokl@post.cz,ChIJaQ-PYoHkE0cR82xyYg23RYQ
Czech Republic,Moravskoslezské drátovny a.s. | největší český výrobce pletiva,"60, Syllabova 1263, 703 00 Ostrava, Czechia",Ostrava,N/A,http://www.msdo.cz/,info@msdo.cz,ChIJuaSgR57kE0cRs-VDMdHxWGA
Czech Republic,RAPERA GROUP s.r.o.,"Martinovská 3168/48, 723 00 Ostrava 23, Czechia",Ostrava,N/A,N/A,N/A,ChIJmbLmu2LhE0cRIy4nDQT-Q_k
Czech Republic,"Enespo, s.r.o. - Ploty, brány a garážová vrata Ostrava a okolí","Buničitá 201/2, 739 32 Vratimov 1, Czechia",Ostrava,N/A,https://www.enespo.cz/,enespo@seznam.cz,ChIJ-4UBjBD7E0cROSNqNASEcXI
Czech Republic,ADAMONT.cz - VZORKOVNA (Vrata-brány-ploty-okna-dveře-stínící technika),"28. října 2020/231, 709 00 Ostrava 9, Czechia",Ostrava,N/A,http://www.adamont.cz/,info@adamont.cz,ChIJ0wv5NQvhE0cRJNeAMZdRTcc
Czech Republic,Ploty Plzeň s.r.o.,"Vrchlického 1354, 332 02 Starý Plzenec, Czechia",Plzeň,N/A,N/A,N/A,ChIJGbTWJGzlCkcRv2CgacQDHU8
Czech Republic,DFploty.cz - stavba plotů Plzeň,"Klatovská tř. 1460/83, 301 00 Plzeň 3, Czechia",Plzeň,N/A,https://www.dfploty.cz/,FortD@seznam.cz,ChIJB36NSdnvCkcRdJ8XvDC-7b0
Czech Republic,TOPPLOTBETON,"Domažlická 1135/190, 318 00 Plzeň 3, Czechia",Plzeň,N/A,https://www.topplotbeton.cz/,info@topplotbeton.cz,ChIJyYir607_1kkR2DGhfhch9Bw
Czech Republic,"MDploty - montáž plotů, pletiv, bran i branek","Na Roudné 443/18, 301 00 Plzeň 1, Czechia",Plzeň,N/A,https://www.mdploty.cz/,Mail@Gardenhub.com,ChIJX17XbcKRCkcRK6CC8yzDR-c
Czech Republic,MB Profi s r.o.,"U Bachmače 1490/42, 326 00 Plzeň 2-Slovany-Východní Předměstí, Czechia",Plzeň,N/A,N/A,N/A,ChIJwyFyxg3vCkcRayOIatOugts
Czech Republic,Signum Stavební Stroje s.r.o.,"Vejprnická 1043/28, 318 00 Plzeň 3, Czechia",Plzeň,N/A,N/A,N/A,ChIJw8AcpAnyCkcR6GuKbxDbcew
Czech Republic,WPC Plzeň,"Na Výsluní 46, 326 00 Plzeň 2-Slovany, Czechia",Plzeň,N/A,N/A,N/A,ChIJH_CyORXvCkcR8oVNP-rEc4M
Czech Republic,levnepletivo.cz - Ploty Ivo & Roman,"Tovární, 345 61 Holýšov, Czechia",Plzeň,N/A,http://www.levnepletivo.cz/,0xe9523a63c3fbd6e2798a978f1f7905727ce874fee9ac0fceae41d94b85d9597dabffe-i.vo@seznam.cz,ChIJATzDXJO-CkcRrmv6wTPRKGE
Czech Republic,Stavby Plotů S.r.o.,"Klatovská tř. 1460/83, 301 00 Plzeň 3-Jižní Předměstí, Czechia",Plzeň,N/A,https://rejstrik-firem.kurzy.cz/06879209/stavby-plotu-sro/,info@kurzy.cz,ChIJjetf5ivyCkcRGvpoMXlOjII
Czech Republic,"RÁJ DŘEVA - JACER -CZ, a.s. Plzeň","Rokycanská 2656/2, 301 00 Plzeň 4-Východní Předměstí, Czechia",Plzeň,N/A,N/A,N/A,ChIJBSWAW0vxCkcRtCGQ8ez38Ro
Czech Republic,RK rent s.r.o.,"Pod Dálnicí 1361, 332 02 Starý Plzenec, Czechia",Plzeň,N/A,N/A,N/A,ChIJBd_1WS5Nc0ERpI8NkiCZo9Q
Czech Republic,Zámečnictví Plzeň Jan Russwurm,"Republikánská 153/2, 312 00 Plzeň 4-Lobzy, Czechia",Plzeň,N/A,N/A,N/A,ChIJLUIbO87vCkcRVPp4uoRORR8
Czech Republic,"BORDER PLZEŇ |VENKOVNÍ ROLETY, VENKOVNÍ ŽALUZIE, PLASTOVÁ, DŘEVĚNÁ, HLINÍKOVÁ OKNA, GARÁŽOVÁ VRATA PLZEŇ - PLZEŇSKÝ KRAJ","V Bezinkách 1077/1, 326 00 Plzeň 2-Slovany, Czechia",Plzeň,N/A,N/A,N/A,ChIJU8cxxJHxCkcR4xMiSOGUc58
Czech Republic,Brány Plzeň,"Borská 61, 301 00 Plzeň 3, Czechia",Plzeň,N/A,N/A,N/A,ChIJJdIuYgfuCkcRKPUc-jzr8MY
Czech Republic,Ploty Liberec,"Doubská 356, 460 06 Liberec, Czechia",Liberec,N/A,http://www.plotyliberec.cz/,info@plotyliberec.cz,ChIJ-UYwMFg1CUcRchSpBfllMS8
Czech Republic,Pletiva Všeho Druhu - Velkoobchod - Maloobchod,"Londýnská 8, 460 01 Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJ5eJMBMU2CUcRyQbXiHOAqGU
Czech Republic,Ploty Jablonec,"Lučany nad Nisou 582, 468 71 Lučany nad Nisou, Czechia",Liberec,N/A,http://www.plotyjablonec.cz/,info@plotyjablonec.cz,ChIJg6pr8Q7LDkcRHVX6mN9ab24
Czech Republic,Asa Dock,"Řepná 1078, 460 06 Liberec-Rochlice, Czechia",Liberec,N/A,N/A,N/A,ChIJm60C7302CUcR_mbk82cEZxk
Czech Republic,Železářství Bradáč,"Londýnská 8, 460 01 Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJ5eJMBMU2CUcRo8IvdMo_AGA
Czech Republic,PLETIVA Liberec,"Londýnská 8, 460 01 Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJ5eJMBMU2CUcRdih0oMubNSA
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, kontejnery a oplocení","Lučanská 46015, 15 Liberec 15, Czechia",Liberec,N/A,N/A,N/A,ChIJEy2_ikE1CUcRyncyz1hKgDY
Czech Republic,Liberecká Obalovna S.r.o.,"Hrádecká 247, 460 01 Liberec-Machnín, Czechia",Liberec,N/A,N/A,N/A,ChIJVwnAOUs3CUcRShWizrOXuK0
Czech Republic,Centrum Dveří a Podlah WOODCOTE CZ,"Letná 618/32, Liberec 1, 460 01 Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJNZv36bc2CUcRlCCJrIm56Zo
Czech Republic,"PRO-DOMA Stavebniny Liberec, Česká","Česká 865, 463 12 Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJmVy3r881CUcRdPagOq7jyt4
Czech Republic,"PRO-DOMA, SE - STAVEBNINY LIBEREC","Hejnická 225, 460 01 Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJxUIlgSMxCUcRevejVdQsPzU
Czech Republic,DAVORENT s.r.o.,"Kateřinská 235, 463 03 Stráž nad Nisou, Czechia",Liberec,N/A,N/A,N/A,ChIJPf-UFMo2CUcRj3q-tKKpoZU
Czech Republic,STYLSTAV Liberec s.r.o.,"Dlouhá 55, 463 12 Liberec-Vesec, Czechia",Liberec,N/A,N/A,N/A,ChIJE4np1s01CUcRrs6tye3zKg4
Czech Republic,Severočeské Dřevostavby,"Moravská 127, 460 10 Liberec-Ostašov, Czechia",Liberec,N/A,N/A,N/A,ChIJhc_rpZs3CUcRclCenz52008
Czech Republic,"RÁJ DŘEVA POINT - JACER - CZ, a.s. Liberec","na konci ulice u zrcadla, Partyzánská, Růžodol I, 460 01 XI-Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJD3ze6JA3CUcRYL1RuqdRSAc
Czech Republic,EUROPANEL s.r.o.,"U Kolory 302, 463 12 Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJq1ve5to1CUcRd75jXvmU2is
Czech Republic,KB Barko,"Jeronýmova 62/24, 460 07 Liberec-Horní Růžodol, Czechia",Liberec,N/A,N/A,N/A,ChIJ72UfN4Q2CUcRzcr3ot5DoT8
Czech Republic,Pentagon Stroje,"Strakonická 466/47, 460 08 Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJ_1lkxTg3CUcRVxyP2wb5c-g
Czech Republic,Boels Česká republika s.r.o. Liberec,"Doubská 602, 460 07 Liberec, Czechia",Liberec,N/A,N/A,N/A,ChIJY_D_2dQ1CUcRF_XyIqGmylw
Czech Republic,Ploty - ST,"Krkonošská 875, 468 61 Desná v Jizerských horách-Desná III, Czechia",Liberec,N/A,N/A,N/A,ChIJS0NEV0DPDkcRSIjue67SRBI
Czech Republic,Ploty ST,"Nád CZ, Krkonošská 875, 468 61 Nád, Czechia",Liberec,N/A,https://www.firmy.cz/detail/13610501-ploty-st-desna-iii.html,kovosst@seznam.cz,ChIJcQn_1D_PDkcRC_1SXM5WtAc
Czech Republic,Ploty Skočík,"471 23 Zákupy, Czechia",Liberec,N/A,http://www.plotyskocik.cz/,r.skocik@email.cz,ChIJAQAAAARqCUcRbDekwzK1N60
Czech Republic,Firma VRŠŤALA,"Raspenava 435, 464 01 Raspenava, Czechia",Liberec,N/A,N/A,N/A,ChIJK1FDmHkuCUcRMZ9pd2PSb8k
Czech Republic,Fabrika na ploty s.r.o.,"Hněvotín 90, 783 47 Hněvotín, Czechia",Olomouc,N/A,N/A,N/A,ChIJa_856VpPEkcRuo3PMbu_RlU
Czech Republic,Ploty a oplocení Olomouc,"Není, 783 46 Těšetice, Czechia",Olomouc,N/A,N/A,N/A,ChIJNT6u-RBFEkcRPXN2Bqe6V1s
Czech Republic,Ploty Olomouc,"Rataje 89, 783 46 Těšetice, Czechia",Olomouc,N/A,http://www.plotyolomouc.cz/,info@plotyolomouc.cz,ChIJ4ypSdnlFEkcRugRgHirD6Ic
Czech Republic,"PRESBETON Nova, Ltd.","U Panelárny 594/6, 779 00 Olomouc 9-Chválkovice, Czechia",Olomouc,N/A,N/A,N/A,ChIJcZGstqFOEkcRsb3eTMTtit0
Czech Republic,Plotové centrum Olomouc,"Na Sezníku 309/4, 779 00 Olomouc 9-Černovír, Czechia",Olomouc,N/A,N/A,N/A,ChIJM64sNMFOEkcR-uSxS3j9O2Q
Czech Republic,Screen servis spol. s r.o. - plotové centrum,"Luběnice 156, 783 46 Luběnice, Czechia",Olomouc,N/A,http://www.ploty-sita.cz/,jzachara@screenservis.cz,ChIJ_zygyk5FEkcRu1R46GRu7Go
Czech Republic,"JOHNNY SERVIS s.r.o. - mobilní toalety, kontejnery a oplocení","Štúrova 11, 772 00 Olomouc 9-Nedvězí, Czechia",Olomouc,N/A,N/A,N/A,ChIJF7xfkxtPEkcRxUn3MD1qqxE
