country,company_name,address,city,phone,website,email,place_id,scraped_emails,scraping_error,all_emails
Slovakia,Maxstore,"Bratislavská 195/79, 902 01 Pezinok, Slovakia",Pezinok,,http://www.maxstore.sk/,obchod@maxstore.sk,ChIJ_985FXCabEcRWKFP9xlVfWg,obchod@maxstore.sk,,obchod@maxstore.sk
Slovakia,Stavebniny - Kántor,"Kračanská cesta 5467, 929 01 Dunajská Streda, Slovakia",Dunajská Streda,,http://www.kantorstav.sk/,info@kantorstav.sk,ChIJURDN4Uida0cRfKA9k-CO39s,info@kantorstav.sk,,info@kantorstav.sk
Slovakia,"INCON - okná a dvere, autorizované zastúpenie Rimavská Sobota - Montag, s.r.o.","Škultétyho 350, 979 01 Rimavská Sobota, Slovakia",Rimavská Sobota,,http://www.montag.sk/,montag@montag.sk,ChIJ8YhyLtPyP0cRRnXDtFLw830,,HTTP 503,montag@montag.sk
Slovakia,Pletivá Albert Rimavská Sobota,"Cintorínska 3646/3646, 979 01 Cintorínska-Rimavská Sobota, Slovakia",Rimavská Sobota,,https://www.zbersurovin.sk/pletiva/,albert@zbersurovin.sk,ChIJg3WWY7SNP0cRpKmubMtRgsQ,,,albert@zbersurovin.sk
Slovakia,"Stavebniny Skalica | Torx, s.r.o.","Nádražná 33, Skalica, 909 01 Skalica, Slovakia",Skalica,,http://www.torx.sk/,obchod@torx.sk,ChIJ45tcNU8wE0cRgGmz1vXEzXU,obchod@torx.sk,,obchod@torx.sk
Germany,EDG Draht Großhandel GmbH & Co. KG,"Ettore-Bugatti-Straße 47, 51149 Köln, Germany",Cologne,,https://www.edg-koeln.de/,,ChIJdwt8_Bknv0cRkNAjLqCuzWI,kontakt@eurodraht.de,,kontakt@eurodraht.de
Germany,Gitter Profi - Bauzäune & Absperrungen,"Turmhofstraße 17, 53894 Mechernich, Germany",Cologne,,https://www.gitter-profi.de/,kontakt@gitter-profi.de,ChIJ7YalLmEMv0cRk_9vDr1jRuE,,SSL Error,kontakt@gitter-profi.de
Germany,Arbeitsbühnen Stabel GmbH - Stapler & Arbeitsbühne mieten Leipzig,"Torgauer Str. 231, 04347 Leipzig, Germany",Leipzig,,https://arbeitsbuehne-leipzig.de/?y_source=1_MTAyMTIyNjI4NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,ChIJvYAX_ppXpkcRGvyDRQhOeZY,info@stabel-lift.de,,info@stabel-lift.de
Germany,Block Bauzäune GmbH & Co. KG,"Neu-Rautendorfer Str. 168, 28879 Grasberg, Germany",Bremen,,http://www.block-bauzaun.de/,info@block-bauzaun.de,ChIJKypjcz4isUcRgYkHP9wDxxc,info@block-bauzaun.de,,info@block-bauzaun.de
Germany,Office for Roads and Traffic,"Herdentorsteinweg 49/50, 28195 Bremen, Germany",Bremen,,http://asv-bremen.de/,,ChIJa599dxEosUcRdM83kW2Te4k,"buergerbuero@asv.bremen.de, office@asv.bremen.de",,"buergerbuero@asv.bremen.de, office@asv.bremen.de"
Germany,A & H GbR Zäune und Toranlagen,"In den Wiesen 31, 53227 Bonn, Germany",Bonn,,https://www.ah-zaunbau.de/,info@ah-zaunbau.de,ChIJn-KFxDrhvkcREw1A3ezbRPg,info@ah-zaunbau.de,,info@ah-zaunbau.de
Germany,Wagner ToreTürenZäune GmbH,"Am Bahndamm 6-8, 86459 Gessertshausen, Germany",Augsburg,,https://wagner-handwerk.de/,info@pflasterbau-wagner.de,ChIJ-bB2agilnkcRX3mr1YHPRZ0,"info@wagner-toranlagen.de, info@pflasterbau-wagner.de",,"info@pflasterbau-wagner.de, info@wagner-toranlagen.de"
Germany,OBI store in Aachen,"Debyestraße 20, 52078 Aachen, Germany",Aachen,,https://www.obi.de/markt/aachen-debyestrasse?wt__mc=gp.de527_Aachen_Debyestra%C3%9Fe%E2%80%A6,service@obi.de,ChIJRezmYiScwEcRFi0XYI0S6RE,aachen@obi.de,,"aachen@obi.de, service@obi.de"
Germany,Zäune Klaaßen GmbH,"Donkweg 48, 47877 Willich, Germany",Krefeld,,http://www.zaeune-klaassen.de/,info@zaeuneklaassen.de,ChIJaUfIvYmuuEcRgrBLWqS0H-c,info@zaeuneklaassen.de,,info@zaeuneklaassen.de
Germany,Firma Marcel Riediger Tore und Zäune aus Polen,"Klein Germerslebener Str. 2, 39164 Wanzleben-Börde, Germany",Magdeburg,,http://www.riediger-zaunsysteme.de/,info@riediger-zaunsysteme.de,ChIJSzSP9o2NpUcRoXI2qnjURMw,info@riediger-zaunsysteme.de,,info@riediger-zaunsysteme.de
Germany,Schwabentorgarage,"Leo-Wohleb-Straße 4A, 79098 Freiburg im Breisgau, Germany",Freiburg,,http://www.freiburger-stadtbau.de/,info@fsb-fr.de,ChIJk5JJ5JcckUcRYFUZPRncDrQ,,,info@fsb-fr.de
Germany,sackkarre-mieten.de Lübeck Hüxtertor,"Geniner Str. 2, 23560 Lübeck, Germany",Lübeck,,https://sackkarre-mieten.de/stationen/luebeck/,info@sackkarre-mieten.de,ChIJf27e-x8JskcRmrF4tmQ6INo,,,info@sackkarre-mieten.de
Germany,Atlas Rostock GmbH,"Rostocker Landstraße 4, 18184 Broderstorf, Germany",Rostock,,http://www.atlas-rostock.de/,,ChIJk3CNiJg9YkERLgJqGhmadUE,info@atlas-rostock.de,,info@atlas-rostock.de
Germany,Zäune aus Polen,"Bouguenais-Allee 5, 65462 Ginsheim-Gustavsburg, Germany",Mainz,,http://www.zaunauspolen24.de/,info@zaunauspolen24.de,ChIJUSfofI2ZvUcRjIHCNAOnEJM,,,info@zaunauspolen24.de
Germany,Motorbike rental Hamm,"Auf dem Knuf 3, 59073 Hamm, Germany",Hamm,,https://motorrad-verleih-hamm.de/,info@motorrad-verleih-hamm.de,ChIJnYqbMcF2uUcRQX7yWN8LzAk,info@motorrad-verleih-hamm.de,,info@motorrad-verleih-hamm.de
Germany,ASTOR GmbH Projektgesellschaft,"Jahnstraße 11, 90587 Veitsbronn, Germany",Fürth,,https://astor-pro.de/,info@astor-pro.de,ChIJE5EuSi2rmEcRzYAeCf9GUa8,info@astor-pro.de,,info@astor-pro.de
Germany,Zäune Färber,"Uhlandstraße 26, 47445 Moers, Germany",Moers,,https://faerber-zaun.de/,faerberzaun@gmail.com,ChIJPbAqTXu9uEcRIFzWUuhaEX8,,Access forbidden (403),faerberzaun@gmail.com
Germany,Torsten Beth GmbH,"Rudolf-Diesel-Straße 18, 19061 Schwerin, Germany",Schwerin,,http://www.torsten-beth.de/,info@bethgmbh.de,ChIJS5iO_QTarUcR7khuwSGI9iQ,info@bethgmbh.de,,info@bethgmbh.de
Germany,Regulatory Authority Esslingen,"Beblingerstraße 1-3, 73728 Esslingen am Neckar, Germany",Esslingen,,http://www.esslingen.de/,stadt.esslingen@esslingen.de,ChIJow4wFDTBmUcRax3pcN3R-NU,stadt.esslingen@esslingen.de,,stadt.esslingen@esslingen.de
Germany,Rüschkamp Minibagger Vermietung Lünen,"Viktoriastraße 73, 44532 Lünen, Germany",Lünen,,https://www.minibagger-luenen.de/,,ChIJdap0HzYRuUcRksTXrvOQGoQ,baggervermietung@rueschkamp.dealerdesk.de,,baggervermietung@rueschkamp.dealerdesk.de
Germany,Metallbau Zäune und Tore Sterrenberg GmbH,"Pattburger Bogen 23, 24955 Harrislee, Germany",Flensburg,,http://www.sterrenberg.de/,info@sterrenberg.de,ChIJ93fkiBVds0cRHRLydGMgC8M,,,info@sterrenberg.de
Lithuania,Storent,"Savanorių pr. 180B, Vilnius, 03154 Vilniaus m. sav., Lithuania",Vilnius,,https://www.storent.lt/lt,storent.lt@storent.com,ChIJib5-K0KT3UYRW9Db4LFGLfE,,,storent.lt@storent.com
Lithuania,Storoma,"Mažeikių g. 17C, Telšiai, 87101 Telšių r. sav., Lithuania",Telšiai,,http://storoma.lt/,storoma@storoma.lt,ChIJRQSsO4Rj70YRUhdfdZOEhxo,storoma@storoma.lt,,storoma@storoma.lt
Lithuania,UAB Uliksas,"Melioratorių g. 22, Tauragė, 72109 Tauragės r. sav., Lithuania",Tauragė,,http://www.uliksas.lt/?q=kontaktai,,ChIJCyWJLTk-5EYRKIHGlCB4kVU,"vymonta@vymonta.com, uliksas@uliksas.lt",,"uliksas@uliksas.lt, vymonta@vymonta.com"
Lithuania,Vakaru mediena torso,"Medvalakio g. 53, Palanga, 00147 Palangos m. sav., Lithuania",Palanga,,https://rekvizitai.vz.lt/imone/vakaru_mediena_torso/,info@torso.lt,ChIJy9Nvmtcu5UYRYx43mZLk-MA,,Access forbidden (403),info@torso.lt
Lithuania,Litorina,"Pramonės g. 5, Šilutė, 99116 Šilutės r. sav., Lithuania",Šilutė,,http://litorina.lt/,indre@litorina.lt,ChIJIZxqF6CM5EYR5hT7hRp8IK0,,,indre@litorina.lt
Latvia,B Bārs Restorāns,"Doma laukums 2, Centra rajons, Rīga, LV-1050, Latvia",Riga,,http://www.bbars.lv/,info@bbars.lv,ChIJXTUCXdfP7kYRjOc9RvFJONc,info@bbars.lv,,info@bbars.lv
Latvia,Promarket - telefonu un datoru remonts Zolitūdē,"Anniņmuižas iela 17, Zemgales priekšpilsēta, Rīga, LV-1029, Latvia",Riga,,https://www.promarket.lv/,info@promarket.lv,ChIJE28kOoXb7kYRUUltb_lmYlk,,,info@promarket.lv
Latvia,Gigant Furniture Store,"Ventspils, LV-3601, Latvia",Ventspils,,https://gigantmebeles.lv/lv/kontakti,,ChIJ6393JufI8UYRaNJ-bhwcAj4,"jelgava.gigant@inbox.lv, gigant.jurmala@gmail.com, gigant.astras@inbox.lv,  gigant.astras@inbox.lv,  pasutijumi@gigantmebeles.lv, gigant.kraslava@inbox.lv, gigant.melluzu@inbox.lv,  valka.gigant@inbox.lv, valka.gigant@inbox.lv, info@gigantmebeles.lv,  gigant.kraslava@inbox.lv, kuldiga.gigant@inbox.lv,  info@gigantmebeles.lv, gigantventspils@inbox.lv, gigants.rezekne@inbox.lv,  gigantventspils@inbox.lv, rezekne2.gigant@inbox.lv,  gigant.jurmala@gmail.com,  gigant.melluzu@inbox.lv, gigant.liepaja2@inbox.lv,  gigant.maskavas@inbox.lv,  gigants.rezekne@inbox.lv, pasutijumi@gigantmebeles.lv,  rezekne2.gigant@inbox.lv, gigant.maskavas@inbox.lv,  jelgava.gigant@inbox.lv,  kuldiga.gigant@inbox.lv,  gigant.liepaja2@inbox.lv",,"gigant.astras@inbox.lv, gigant.jurmala@gmail.com, gigant.kraslava@inbox.lv, gigant.liepaja2@inbox.lv, gigant.maskavas@inbox.lv, gigant.melluzu@inbox.lv, gigants.rezekne@inbox.lv, gigantventspils@inbox.lv, info@gigantmebeles.lv, jelgava.gigant@inbox.lv, kuldiga.gigant@inbox.lv, pasutijumi@gigantmebeles.lv, rezekne2.gigant@inbox.lv, valka.gigant@inbox.lv"
Latvia,STORENT Valmiera - būvtehnikas un instrumentu noma,"Mūrmuižas iela 14, Valmiera, LV-4201, Latvia",Valmiera,,http://www.storent.lv/,noma@storent.com,ChIJnw7hXqTu60YR1WuYp3Mtdb4,,,noma@storent.com
Latvia,Priedulāji,"teritorija, Salaspils, Salaspils pagasts, Latvia",Salaspils,,http://www.druplat.lv/,,ChIJ0WLbMywt6UYRz3_cuZ1F2GQ,"DRUPLAT@DRUPLAT.LV, druplat@druplat.lv",,DRUPLAT@DRUPLAT.LV
Latvia,Cēsis History and Art Museum,"Pils laukums 9, Cēsis, Cēsu pilsēta, Cēsu novads, LV-4101, Latvia",Cēsis,,https://cesupils.lv/,,ChIJhRkzI4Xh60YRjMVgO-CNO4U,pils@cesis.lv,,pils@cesis.lv
Latvia,ZIGZAG FACTORY Ltd.,"Liepājas iela 5, Kuldīga, Kuldīgas pilsēta, Kuldīgas novads, LV-3301, Latvia",Kuldīga,,http://zigzagfactory.com/,info@zigzagfactory.com,ChIJnUTpFnba70YRogzVLNx505g,,,info@zigzagfactory.com
Latvia,STORENT Saldus - būvtehnikas un instrumentu noma,"Kuldīgas iela 93, Ziedonis, Saldus pagasts, Saldus novads, LV-3801, Latvia",Saldus,,https://storent.lv/,noma@storent.com,ChIJbYEL8p6Z70YRHnzWu_Z3X38,,,noma@storent.com
Latvia,"Veikals ""1111""","Mehanizatoru iela 12, Preiļi, Preiļu pilsēta, Preiļu novads, LV-5301, Latvia",Preiļi,,http://m1111.lv/,,ChIJ22bccVp7wkYRzW5801_NVLw,m1111@inbox.lv,,m1111@inbox.lv
Latvia,Kandava rectory,"Kandava Parish, Tukums Municipality, LV-3120, Latvia",Kandava,,http://kandavasdraudze.lv/?page_id=422,aniko@tvnet.lv,ChIJjbttWKyy70YRLMdW3A87gJw,,,aniko@tvnet.lv
Latvia,Restorāns VULF’s,"Pils iela 1, Cesvaine, Cesvaines pilsēta, Madonas novads, LV-4871, Latvia",Cesvaine,,https://www.vulfs.com/,u003EInfo@vulfs.com,ChIJ93gUcceL6UYRVYDRwSBe8L8,,,u003EInfo@vulfs.com
Estonia,Renteks OÜ | Pinnasetööd | Välistorustike ehitus | Puistematerjalide müük,"Ropka tee 19, 50104 Tartu, Estonia",Tartu,,http://www.renteks.ee/,aivo@renteks.ee,ChIJ_bXlQfI260YRs9WAFqlpC1g,aivo@renteks.ee,,aivo@renteks.ee
Estonia,Gerom Ehitus OÜ,"Riia 128 kontori, nr 205, 50411 Tartu, Estonia",Tartu,,https://geromehitus.ee/,,ChIJS_DRbGM360YRjhv7NO-9824,info@geromehitus.ee,,info@geromehitus.ee
Estonia,Victoria Bastion Casemates,"Pimeaia tn 3, 20306 Narva, Estonia",Narva,,http://bastion.visitnarva.ee/,,ChIJ0aQibNk3lEYRJMJ0JTsyG0A,bastion@narva.ee,,bastion@narva.ee
Estonia,Naabriaed OÜ,"Tööstuse, Laheküla, 93880 Saare maakond, Estonia",Kuressaare,,http://www.naabriaed.ee/,,ChIJ623rLfRs8kYRHwSjehK_11M,info@naabriaed.ee,,info@naabriaed.ee
Estonia,Paide ordulinnuse varemed ja Vallitorn,"Veski tn 11, Paide, 72713 Järva maakond, Estonia",Paide,,http://www.wittenstein.ee/,info@wittenstein.ee,ChIJkzOs_5E2k0YRd_cr971JbH4,,SSL Error,info@wittenstein.ee
Estonia,"Autoremont, Car Weld OÜ","Kaare tn 27a, Türi, 72214 Järva maakond, Estonia",Türi,,http://www.1182.ee/et/car-weld-ou,info1182ee@nobeldigital.ee,ChIJO-n_RkUzk0YRZB6OWD6EuTo,"info@1182.ee, carweld27@gmail.com",,"carweld27@gmail.com, info1182ee@nobeldigital.ee, info@1182.ee"
Estonia,Elva Tarbijate Ühistu KONTOR,"Kesk tn 1, Elva, 61501 Tartu maakond, Estonia",Elva,,http://www.coop.ee/uhistud/coop-elva,coopkokad@coop.ee,ChIJc_wo6ApA60YRP3s9qIn4ZYE,"elvaty@elvaty.ee, klienditugi@coop.ee, klienditugi@cooppank.ee, coopkokad@coop.ee",,"coopkokad@coop.ee, elvaty@elvaty.ee, klienditugi@coop.ee, klienditugi@cooppank.ee"
Estonia,"STORENT Tallinn, Kadaka - tööriistade rent, ehitustehnika rent","Kadaka tee 179a, 12618 Tallinn, Estonia",Tõrva,,https://www.storent.ee/ee,info@aki.ee,ChIJhV_NylaVkkYRIXWqrVfaMgo,,,info@aki.ee
Estonia,"Generaatorite rent, müük ja hooldus | Lumika Estonia OÜ","Ringtee 12, 50105 Tartu, Estonia",Tõrva,,http://www.lumika.ee/,info@lumika.ee,ChIJg-qA-d8x60YRNvw91EvRA7A,info@lumika.ee,,info@lumika.ee
Estonia,AAA Evakuator Veoautode ja Sõiduautode pukseerimine - Kohila Puksiirabi - 116 OÜ,"Ääre tn 1, Kohila, 79806 Rapla maakond, Estonia",Kohila,,http://www.kohilapuksiirabi.ee/,ahoi@vetevoog.ee,ChIJT7JHLyLFkkYRV3X26Jsw2o4,kohilapuksiirabi@gmail.com,,"ahoi@vetevoog.ee, kohilapuksiirabi@gmail.com"
Estonia,Restoran Gioventu,"L. Koidula tn 21, Narva-Jõesuu, 29023 Ida-Viru maakond, Estonia",Narva-Jõesuu,,http://www.noorusspainn.com/,reception@liivarandhotel.ee,ChIJd-5Whkw_lEYRXPwrm_OADVo,reception@liivarandhotel.ee,,reception@liivarandhotel.ee
Estonia,Miniekskavaatori rent Minikopp,"Kernu tee, Kernu, 76305 Harju maakond, Estonia",Suure-Jaani,,https://minikopp.ee/,jane@untitled.tld,ChIJY_hcZxXJkkYRby5sAPAdwOU,,,jane@untitled.tld
Finland,Ramirent Finland Oy pääkonttori,"Tapulikaupungintie 37, 00750 Helsinki, Finland",Helsinki,,https://www.ramirent.fi/vuokraamot/finland-oy-paakonttori/?utm_source=google&utm_medium=gbp&utm_campaign=ramirent-finland-oy-helsinki-paakonttori,asiakaspalvelu@ramirent.fi,ChIJq05dW9wHkkYR3nuuBTAlGL8,asiakaspalvelu@ramirent.fi,,asiakaspalvelu@ramirent.fi
Finland,Student Union of the University of Turku - Turun yliopiston ylioppilaskunta (TYY),"Rehtorinpellonkatu 4a, 20500 Turku, Finland",Turku,,http://www.tyy.fi/,,ChIJ0SMpBe92jEYRrDNhZtlX9Qw,tyy@utu.fi,,tyy@utu.fi
Finland,Rakennus Oy J. Patoranta,"Koivistonluodontie 4B, 28330 Pori, Finland",Pori,,http://rakennusjyrkipatoranta.fi/,posti@rakennusjyrkipatoranta.fi,ChIJt6ALd5cMiUYRg5Qb1ysB1Cs,"posti@rakennusjyrkipatoranta.fi,  posti@rakennusjyrkipatoranta.fi",,posti@rakennusjyrkipatoranta.fi
Finland,YIT Suomi Oy,"Torikatu 3, 45100 Kouvola, Finland",Kouvola,,http://www.yit.fi/,,ChIJ0Rp0qviykUYRuN7b9afGDsk,firstname.lastname@yit.fi,,firstname.lastname@yit.fi
Finland,Huoneistoremontit ja uudisrakennukset Kastinen Oy,"Notkotie 11, 13210 Hämeenlinna, Finland",Hämeenlinna,,https://www.finder.fi/Rakennussaneeraus/Huoneistoremontit+ja+uudisrakennukset+Kastinen+Oy/H%C3%A4meenlinna/yhteystiedot/546511,posti@huoneistoremontti.com,ChIJz2ogRa9djkYRrUJtb9do2b4,,HTTP 202,posti@huoneistoremontti.com
Finland,Vaasan Huoneistoremontti Oy,"Kauppapuistikko 29, 65100 Vaasa, Finland",Vaasa,,http://www.vaasanhuoneistoremontti.fi/,vaasanhuoneistoremontti@anvianet.fi,ChIJCeoVGTRgfUYR4arOrC_wuj8,"willa33@anvianet.fi, vaasanhuoneistoremontti@anvianet.fi",,"vaasanhuoneistoremontti@anvianet.fi, willa33@anvianet.fi"
Finland,"Vesivek Seinäjoki - Kattoremontit, rännit ja salaojaremontit","Vaihdetie 6, 60120 Seinäjoki, Finland",Seinäjoki,,https://www.vesivek.fi/toimipiste/seinajoki/,henrik.ekstrand@vesivek.fi,ChIJ878mN0HLh0YR0EWRwOfHK0w,"rami.latvala@vesivek.fi, henrik.ekstrand@vesivek.fi, asiakaspalvelu@vesivek.fi, tommi.hautamaki@vesivek.fi, erno.keski-sikkila@vesivek.fi, antti.sistonen@vesivek.fi, pasi.siltala@vesivek.fi, tom.handelin@vesivek.fi, markus.paananen@vesivek.fi, miika.hanhisalo@vesivek.fi, antti.ivanoff@vesivek.fi, jari.syri@vesivek.fi, paulus.haukkala@vesivek.fi",,"antti.ivanoff@vesivek.fi, antti.sistonen@vesivek.fi, asiakaspalvelu@vesivek.fi, erno.keski-sikkila@vesivek.fi, henrik.ekstrand@vesivek.fi, jari.syri@vesivek.fi, markus.paananen@vesivek.fi, miika.hanhisalo@vesivek.fi, pasi.siltala@vesivek.fi, paulus.haukkala@vesivek.fi, rami.latvala@vesivek.fi, tom.handelin@vesivek.fi, tommi.hautamaki@vesivek.fi"
Finland,Kattoremontit Rakennusliike Korteniemi Oy,"Lampelankatu 32, 96320 Rovaniemi, Finland",Rovaniemi,,http://www.korteniemi.fi/,myynti@korteniemi.fi,ChIJ6-YYERVLK0QRvmDbtM94n9E,"paulus@korteniemi.fi, petri@korteniemi.fi, miikka@korteniemi.fi, tuomas@korteniemi.fi, myynti@korteniemi.fi",,"miikka@korteniemi.fi, myynti@korteniemi.fi, paulus@korteniemi.fi, petri@korteniemi.fi, tuomas@korteniemi.fi"
Finland,Salon Seudun Omaiset ja Läheiset r.y.,"Torikatu 12, 24100 Salo, Finland",Salo,,https://www.salonomaishoitajat.fi/,,ChIJrVgAFctWkkMRIVdwES4VSvQ,info@salonomaishoitajat.fi,,info@salonomaishoitajat.fi
Finland,Rauma Varastot m2 Self Storage,"Hakunintie 24, 26100 Rauma, Finland",Rauma,,http://www.raumavarastot.fi/,info@helsinkivarastot.fi,ChIJnV6VyGN_iUYR41n3OEzL_f8,info@helsinkivarastot.fi,,info@helsinkivarastot.fi
Finland,Setora Rakennus Oy,"Karhusuontie 126, 02550 Evitskog, Finland",Kirkkonummi,,http://www.setorarakennus.fi/,,ChIJlbeP3Zn0jUYRqZpuvPbrPTA,info@setorarakennus.fi,,info@setorarakennus.fi
Finland,Haaviston kuntorata,"Unnamed Road,33480, Ylöjärvi, Finland",Ylöjärvi,,https://www.ylojarvi.fi/ladut-ja-kuntopolut,kirjaamo@ylojarvi.fi,ChIJm4UjwU8oj0YRDOkL7IB67h0,"tekninen.info@ylojarvi.fi, kirjaamo@ylojarvi.fi",,"kirjaamo@ylojarvi.fi, tekninen.info@ylojarvi.fi"
Finland,"Vesivek Nurmijärvi - Kattoremontit, rännit ja salaojaremontit","Ilveskuja 8, 01900 Nurmijärvi, Finland",Nurmijärvi,,https://www.vesivek.fi/toimipiste/nurmijarvi/,joakim.wessman@vesivek.fi,ChIJ51OTe1v_jUYR7ZMo7R7bLY4,"pasi.ollikainen@vesivek.fi, noona.rehn@vesivek.fi, mikko.lesch@vesivek.fi, asiakaspalvelu@vesivek.fi, kai.laisi@vesivek.fi, tomi.kuortti@vesivek.fi, toni.kalliomaki@vesivek.fi, lasse.tuononen@vesivek.fi, jesse.ahonen@vesivek.fi, mikael.mallenius@vesivek.fi, joakim.wessman@vesivek.fi, jaakko.anttila@vesivek.fi, tatu.koivunen@vesivek.fi, kristian.makara@vesivek.fi, henri.hellman@vesivek.fi, iiro.herrala@vesivek.fi, tuomas.tikkanen@vesivek.fi",,"asiakaspalvelu@vesivek.fi, henri.hellman@vesivek.fi, iiro.herrala@vesivek.fi, jaakko.anttila@vesivek.fi, jesse.ahonen@vesivek.fi, joakim.wessman@vesivek.fi, kai.laisi@vesivek.fi, kristian.makara@vesivek.fi, lasse.tuononen@vesivek.fi, mikael.mallenius@vesivek.fi, mikko.lesch@vesivek.fi, noona.rehn@vesivek.fi, pasi.ollikainen@vesivek.fi, tatu.koivunen@vesivek.fi, tomi.kuortti@vesivek.fi, toni.kalliomaki@vesivek.fi, tuomas.tikkanen@vesivek.fi"
Finland,The factory field,"Tehtaankatu 9, 37600 Valkeakoski, Finland",Valkeakoski,,http://www.valkeakoski.fi/portal/,etunimi.sukunimi@valkeakoski.fi,ChIJkVJjjnnljkYRpdjuVBUaXyw,"etunimi.sukunimi@valkeakoski.fi, valkeakosken.kaupunki@valkeakoski.fi",,"etunimi.sukunimi@valkeakoski.fi, valkeakosken.kaupunki@valkeakoski.fi"
Finland,AJ-Kate Oy,"Torvisenkatu 15, 94200 Kemi, Finland",Kemi,,https://www.aj-kate.fi/,,ChIJ1YbvjulK1UURwPd78hJLg2M,"ahti.jarvelin@gmail.com, invoice-23045922@kollektor.fi",,"ahti.jarvelin@gmail.com, invoice-23045922@kollektor.fi"
Finland,Ramirent konevuokraamo Tornio,"Ratavartijankatu 2, 95420 Tornio, Finland",Tornio,,https://www.ramirent.fi/vuokraamot/konevuokraamo-tornio/?utm_source=google&utm_medium=gbp&utm_campaign=ramirent-tornio,asiakaspalvelu@ramirent.fi,ChIJQe_iyI5H1UURJttqJcZzu1E,"asiakaspalvelu@ramirent.fi, jani.ruonamaa@ramirent.fi, sami.kamula@ramirent.fi, tornio@ramirent.fi",,"asiakaspalvelu@ramirent.fi, jani.ruonamaa@ramirent.fi, sami.kamula@ramirent.fi, tornio@ramirent.fi"
Finland,Scandia Rent Tornio,"Torpinkatu 13, 95420 Tornio, Finland",Tornio,,http://www.scandiarent.fi/,lansi-espoo@scandiarent.fi,ChIJK1ulellH1UURXreILPCYc8c,,,lansi-espoo@scandiarent.fi
Finland,Lappari Activity Park,"Vesaisenkatu 1, 95400 Tornio, Finland",Tornio,,https://lappari.fi/lappari-activity-park/,,ChIJQ5m0uoJH1UUR2Vvroxspc34,sales@lappari.fi,,sales@lappari.fi
